"Index","RealEstate.Close"
2007-03-30,563.33
2007-04-02,562.59
2007-04-03,562.09
2007-04-04,565
2007-04-05,563.05
2007-04-10,566.23
2007-04-11,568.45
2007-04-12,571.32
2007-04-13,579.96
2007-04-16,583.61
2007-04-17,586.87
2007-04-18,592.02
2007-04-19,594.67
2007-04-20,599.26
2007-04-23,598.76
2007-04-24,600.9
2007-04-25,602.48
2007-04-26,604.82
2007-04-27,604.82
2007-04-30,607.21
2007-05-01,607.21
2007-05-02,608.04
2007-05-03,607.67
2007-05-04,610.02
2007-05-07,610.9
2007-05-08,610.22
2007-05-09,612.73
2007-05-10,612.44
2007-05-11,611.47
2007-05-14,611.51
2007-05-15,612.39
2007-05-16,614.78
2007-05-17,615.25
2007-05-18,617.28
2007-05-21,620.56
2007-05-22,618.78
2007-05-23,618.92
2007-05-24,618.98
2007-05-25,616.44
2007-05-28,614.06
2007-05-29,609.29
2007-05-30,595.09
2007-05-31,584.99
2007-06-01,575.33
2007-06-04,576.06
2007-06-05,576.1
2007-06-06,569.56
2007-06-07,568.46
2007-06-08,562.06
2007-06-11,564.12
2007-06-12,563.06
2007-06-13,559.54
2007-06-14,562.62
2007-06-15,566.83
2007-06-18,571.47
2007-06-19,571.64
2007-06-20,575.31
2007-06-21,570.99
2007-06-22,568.58
2007-06-25,563.98
2007-06-26,563.32
2007-06-27,557.62
2007-06-28,562.19
2007-06-29,565.14
2007-07-02,565.5
2007-07-03,570.69
2007-07-04,572.79
2007-07-05,574.58
2007-07-06,580.33
2007-07-09,584.8
2007-07-10,588.7
2007-07-11,586.95
2007-07-12,589.35
2007-07-13,587.11
2007-07-16,586.5
2007-07-17,584.31
2007-07-18,585.54
2007-07-19,587.57
2007-07-20,588.26
2007-07-23,588.88
2007-07-24,589.34
2007-07-25,587.77
2007-07-26,582.51
2007-07-27,576.55
2007-07-30,572.47
2007-07-31,572.97
2007-08-01,560.08
2007-08-02,562.51
2007-08-03,559.01
2007-08-06,556.06
2007-08-07,559.06
2007-08-08,568.48
2007-08-10,565.35
2007-08-13,569.21
2007-08-14,569.27
2007-08-15,566.66
2007-08-16,559.45
2007-08-17,556.16
2007-08-20,561.23
2007-08-21,560.35
2007-08-22,562.68
2007-08-23,565.41
2007-08-24,570.1
2007-08-27,573.07
2007-08-28,575.35
2007-08-29,571.65
2007-08-30,574.71
2007-08-31,576.34
2007-09-03,579.12
2007-09-04,580.66
2007-09-05,582.56
2007-09-06,582.44
2007-09-07,586.22
2007-09-10,588.6
2007-09-11,590.58
2007-09-12,589.89
2007-09-13,593.52
2007-09-14,596.57
2007-09-17,598.06
2007-09-18,601.55
2007-09-19,605.91
2007-09-20,606.86
2007-09-21,608.71
2007-09-25,609.7
2007-09-26,608.63
2007-09-27,613.05
2007-09-28,618.57
2007-10-01,620.25
2007-10-02,626.83
2007-10-03,630.54
2007-10-04,634.83
2007-10-05,636.11
2007-10-08,633.32
2007-10-09,632.3
2007-10-10,630.95
2007-10-11,620.87
2007-10-12,618.96
2007-10-15,617.94
2007-10-16,618.14
2007-10-17,620.33
2007-10-18,620.54
2007-10-19,624.09
2007-10-22,619.75
2007-10-23,622.08
2007-10-24,624.41
2007-10-25,631.02
2007-10-26,633.79
2007-10-29,638.93
2007-10-30,644.35
2007-10-31,646.89
2007-11-01,646.6
2007-11-02,650.57
2007-11-05,652.41
2007-11-06,661.48
2007-11-07,663.38
2007-11-08,656.74
2007-11-09,655.24
2007-11-12,648.76
2007-11-13,652.31
2007-11-14,654.44
2007-11-15,655.99
2007-11-16,655.66
2007-11-19,653.72
2007-11-20,654.67
2007-11-21,654.75
2007-11-22,650.93
2007-11-23,645.36
2007-11-26,644.95
2007-11-27,638.9
2007-11-28,636.31
2007-11-29,628.81
2007-11-30,626.93
2007-12-03,627.43
2007-12-04,628.22
2007-12-05,625.73
2007-12-06,624.24
2007-12-07,626.29
2007-12-10,622.17
2007-12-11,622.21
2007-12-12,620.53
2007-12-13,618.06
2007-12-14,617.15
2007-12-18,616.2
2007-12-19,616.4
2007-12-20,613.45
2007-12-21,613.1
2007-12-24,613.62
2007-12-27,615.4
2007-12-28,620.41
2007-12-31,615.84
2008-01-02,622.97
2008-01-03,623.96
2008-01-04,625.03
2008-01-07,621.5
2008-01-08,624.68
2008-01-09,618.56
2008-01-10,612.77
2008-01-11,604.17
2008-01-14,598.86
2008-01-15,594.5
2008-01-16,583.92
2008-01-17,578.44
2008-01-18,568.31
2008-01-21,531.14
2008-01-22,539.55
2008-01-23,547.8
2008-01-24,554.28
2008-01-25,550.86
2008-01-28,539.69
2008-01-29,542.57
2008-01-30,544.28
2008-01-31,546.92
2008-02-01,546.97
2008-02-04,555.45
2008-02-05,555.21
2008-02-06,544.92
2008-02-07,543.8
2008-02-08,547.75
2008-02-11,548.35
2008-02-12,550.48
2008-02-13,555.62
2008-02-14,568.61
2008-02-15,574.41
2008-02-18,582.95
2008-02-19,590.3
2008-02-20,588.57
2008-02-21,589.41
2008-02-22,586.11
2008-02-25,584.1
2008-02-26,585.51
2008-02-27,578.22
2008-02-28,581.69
2008-02-29,571.32
2008-03-03,566.17
2008-03-04,559.54
2008-03-05,557.59
2008-03-06,551.41
2008-03-07,540.09
2008-03-10,532.87
2008-03-11,534.92
2008-03-12,539.28
2008-03-13,532.53
2008-03-14,533.26
2008-03-17,515.78
2008-03-18,527.85
2008-03-19,530.51
2008-03-20,536.22
2008-03-25,537.49
2008-03-26,546.11
2008-03-27,549.26
2008-03-28,549.33
2008-03-31,548.47
2008-04-01,545.95
2008-04-02,552.03
2008-04-03,557.08
2008-04-04,557.99
2008-04-07,558.98
2008-04-08,559.25
2008-04-09,555.63
2008-04-10,547.33
2008-04-11,540.74
2008-04-14,534.73
2008-04-15,536.67
2008-04-16,537.92
2008-04-17,535.81
2008-04-18,531.95
2008-04-21,530.32
2008-04-22,526.51
2008-04-23,525.11
2008-04-24,517.26
2008-04-25,518.66
2008-04-29,514.64
2008-04-30,513.98
2008-05-05,511.79
2008-05-06,512.6
2008-05-07,513.89
2008-05-08,514.48
2008-05-09,511.52
2008-05-12,509.57
2008-05-13,509.3
2008-05-14,504.52
2008-05-15,500.93
2008-05-16,495.32
2008-05-19,494.66
2008-05-20,489.99
2008-05-21,487.47
2008-05-22,490.95
2008-05-23,498.41
2008-05-26,502.53
2008-05-27,502.02
2008-05-28,500.12
2008-05-29,486.97
2008-05-30,482.77
2008-06-02,479.26
2008-06-03,474.88
2008-06-04,474.39
2008-06-05,473.71
2008-06-06,473
2008-06-09,467.64
2008-06-10,464.64
2008-06-11,461.66
2008-06-12,470.4
2008-06-13,466.97
2008-06-17,463.87
2008-06-18,462.22
2008-06-19,458.32
2008-06-20,450.56
2008-06-23,442.28
2008-06-24,441.76
2008-06-25,441.63
2008-06-26,436.7
2008-06-27,436.92
2008-06-30,440.71
2008-07-01,440.93
2008-07-02,436.25
2008-07-03,434.08
2008-07-04,437.17
2008-07-07,438.89
2008-07-08,443.61
2008-07-09,452.08
2008-07-10,457.35
2008-07-11,454.38
2008-07-14,460.53
2008-07-15,469.51
2008-07-16,487.62
2008-07-17,505.84
2008-07-18,512.92
2008-07-21,515.28
2008-07-22,507.02
2008-07-23,498.03
2008-07-24,497.49
2008-07-25,495.07
2008-07-28,495.77
2008-07-29,498.24
2008-07-30,505.51
2008-07-31,520.88
2008-08-01,522.52
2008-08-04,521.54
2008-08-05,524.94
2008-08-06,527.8
2008-08-07,530.31
2008-08-08,530.54
2008-08-11,543.81
2008-08-12,546.8
2008-08-13,542.12
2008-08-14,543.33
2008-08-15,547.89
2008-08-18,547.46
2008-08-19,547.74
2008-08-20,553.8
2008-08-21,553.38
2008-08-22,548.77
2008-08-25,552
2008-08-26,551.75
2008-08-27,547.93
2008-08-28,554.84
2008-08-29,560.75
2008-09-01,554.84
2008-09-02,553.73
2008-09-03,552.71
2008-09-04,550.83
2008-09-05,546.58
2008-09-08,549.48
2008-09-09,551.2
2008-09-10,554.88
2008-09-11,551.22
2008-09-12,548.92
2008-09-15,543.34
2008-09-16,536.56
2008-09-17,543.65
2008-09-18,542.38
2008-09-19,551.45
2008-09-22,554.18
2008-09-23,540.99
2008-09-25,541.79
2008-09-26,545.22
2008-09-29,542.06
2008-09-30,542.42
2008-10-01,543.13
2008-10-02,546.66
2008-10-03,547.18
2008-10-06,536.32
2008-10-07,536
2008-10-08,533.69
2008-10-09,529.15
2008-10-10,506.67
2008-10-13,498.41
2008-10-14,512.02
2008-10-15,509.68
2008-10-16,490.81
2008-10-17,488.78
2008-10-20,490.95
2008-10-21,503.95
2008-10-22,492.44
2008-10-23,480.52
2008-10-24,467.43
2008-10-27,456.68
2008-10-28,469.97
2008-10-29,483.82
2008-10-30,503.92
2008-10-31,506.75
2008-11-03,516.59
2008-11-04,512.82
2008-11-05,508.37
2008-11-06,516.03
2008-11-07,516.03
2008-11-10,525.95
2008-11-11,519.36
2008-11-12,521.53
2008-11-13,519.54
2008-11-14,521.92
2008-11-17,520.77
2008-11-18,520
2008-11-19,521.25
2008-11-20,520.36
2008-11-21,522.49
2008-11-24,526.27
2008-11-25,544.64
2008-11-26,543.42
2008-11-27,546.99
2008-11-28,560.95
2008-12-01,560.65
2008-12-02,562.14
2008-12-03,560.19
2008-12-04,563.33
2008-12-05,555.28
2008-12-08,562.16
2008-12-09,566.74
2008-12-10,579.23
2008-12-11,580.41
2008-12-12,579.56
2008-12-15,590.84
2008-12-17,601
2008-12-18,596.03
2008-12-19,592.91
2008-12-22,594.88
2008-12-23,592.81
2008-12-24,588.92
2008-12-29,591.53
2008-12-30,588.75
2008-12-31,588.32
2009-01-02,591.6
2009-01-05,595.13
2009-01-06,593.24
2009-01-07,598
2009-01-08,591.95
2009-01-09,590.87
2009-01-12,588.27
2009-01-13,587.31
2009-01-14,583.39
2009-01-15,581.16
2009-01-16,582.43
2009-01-19,583.24
2009-01-20,578.96
2009-01-21,573.06
2009-01-22,569.32
2009-01-23,565.01
2009-01-26,564.78
2009-01-27,570.39
2009-01-28,573.44
2009-01-29,574.74
2009-01-30,581.59
2009-02-02,575.55
2009-02-03,572.45
2009-02-04,573.06
2009-02-05,574.03
2009-02-06,579.84
2009-02-09,580.67
2009-02-10,580.81
2009-02-11,580.47
2009-02-12,580.91
2009-02-13,581.83
2009-02-16,582.71
2009-02-17,574.42
2009-02-18,578.46
2009-02-19,572.43
2009-02-20,558.82
2009-02-23,562.67
2009-02-24,560.34
2009-02-25,565.2
2009-02-26,570.94
2009-02-27,565.45
2009-03-02,554.17
2009-03-03,543.95
2009-03-04,548.28
2009-03-05,545.28
2009-03-06,546.68
2009-03-09,545.49
2009-03-10,545.54
2009-03-11,547.55
2009-03-12,549.32
2009-03-13,549.94
2009-03-16,552.57
2009-03-17,558.04
2009-03-18,563.53
2009-03-19,574.44
2009-03-20,597.24
2009-03-23,598.54
2009-03-24,605.55
2009-03-25,607.43
2009-03-26,607.3
2009-03-27,598.09
2009-03-30,580.8
2009-03-31,580.17
2009-04-01,578.88
2009-04-02,580.84
2009-04-03,575.78
2009-04-06,571.73
2009-04-07,570.87
2009-04-08,564.56
2009-04-09,576.27
2009-04-14,588.16
2009-04-15,588.31
2009-04-16,589.91
2009-04-17,590.31
2009-04-20,588.6
2009-04-21,586.58
2009-04-23,587.45
2009-04-24,590.51
2009-04-28,602.05
2009-04-29,606.94
2009-04-30,603.69
2009-05-04,603.63
2009-05-05,597.67
2009-05-06,599.13
2009-05-07,598.19
2009-05-08,602.35
2009-05-11,602.8
2009-05-12,596.47
2009-05-13,587.23
2009-05-14,578.91
2009-05-15,581.45
2009-05-18,579.95
2009-05-19,579.52
2009-05-20,584.49
2009-05-21,579.24
2009-05-22,579.09
2009-05-25,581.33
2009-05-26,585.74
2009-05-27,588.33
2009-05-28,585.43
2009-05-29,585.68
2009-06-01,583.75
2009-06-02,583.67
2009-06-03,580.37
2009-06-04,580.42
2009-06-05,581.34
2009-06-08,582.43
2009-06-09,578.67
2009-06-10,577.34
2009-06-11,578.08
2009-06-12,576.11
2009-06-15,575.63
2009-06-17,577.07
2009-06-18,576.76
2009-06-19,570.89
2009-06-22,570.16
2009-06-23,571.61
2009-06-24,571.87
2009-06-25,573.01
2009-06-26,574.21
2009-06-29,577.68
2009-06-30,575.08
2009-07-01,575.03
2009-07-02,575.15
2009-07-03,582.01
2009-07-06,573.3
2009-07-07,573.76
2009-07-08,572.15
2009-07-09,574.75
2009-07-10,574.09
2009-07-13,573.82
2009-07-14,576.71
2009-07-15,580.81
2009-07-16,583.2
2009-07-17,582.67
2009-07-20,588.65
2009-07-21,589.3
2009-07-22,597.18
2009-07-23,600.34
2009-07-24,603.62
2009-07-27,606.61
2009-07-28,609.59
2009-07-29,608.86
2009-07-30,612.59
2009-07-31,620.14
2009-08-03,617.9
2009-08-04,618.59
2009-08-05,611.91
2009-08-06,611.22
2009-08-07,613.37
2009-08-11,606.29
2009-08-12,601.44
2009-08-13,610.14
2009-08-14,610.8
2009-08-17,616.54
2009-08-18,619.77
2009-08-19,619.86
2009-08-20,619.52
2009-08-21,617.86
2009-08-24,624.96
2009-08-25,624.06
2009-08-26,622.86
2009-08-27,622.45
2009-08-28,626.36
2009-08-31,632
2009-09-01,631.41
2009-09-02,627.58
2009-09-03,629.09
2009-09-04,634.97
2009-09-07,640.74
2009-09-08,643.31
2009-09-09,644.38
2009-09-10,641.61
2009-09-11,638.17
2009-09-14,632.88
2009-09-15,631.72
2009-09-16,636.65
2009-09-17,640.14
2009-09-18,646.56
2009-09-21,640.75
2009-09-22,643.74
2009-09-23,646.85
2009-09-25,648.01
2009-09-28,646.74
2009-09-29,645.17
2009-09-30,644.96
2009-10-01,649.89
2009-10-02,644.39
2009-10-05,648.83
2009-10-06,651.3
2009-10-07,652.79
2009-10-08,654.35
2009-10-09,655.95
2009-10-12,662.82
2009-10-13,665.73
2009-10-14,668.11
2009-10-15,666.14
2009-10-16,661.7
2009-10-19,658.63
2009-10-20,657.95
2009-10-21,664.77
2009-10-22,667.67
2009-10-23,670.98
2009-10-26,666.95
2009-10-27,665.87
2009-10-28,658
2009-10-29,657.04
2009-10-30,658.2
2009-11-02,658.52
2009-11-03,651.85
2009-11-04,651.47
2009-11-05,653.62
2009-11-06,656.29
2009-11-09,659.28
2009-11-10,659.71
2009-11-11,661.05
2009-11-12,662.01
2009-11-13,662.24
2009-11-16,662.14
2009-11-17,670.69
2009-11-18,667.91
2009-11-19,664.49
2009-11-20,666.82
2009-11-23,665.93
2009-11-24,667.59
2009-11-25,664.17
2009-11-26,663.13
2009-11-27,658.05
2009-11-30,660.72
2009-12-01,661.66
2009-12-02,662.5
2009-12-03,660.87
2009-12-04,654.87
2009-12-07,654.75
2009-12-08,662.96
2009-12-09,661.13
2009-12-10,659.96
2009-12-11,664.76
2009-12-14,664.82
2009-12-15,665.31
2009-12-17,664.38
2009-12-18,660.84
2009-12-21,665.49
2009-12-22,666.47
2009-12-23,668.12
2009-12-24,664.99
2009-12-28,666.4
2009-12-29,669.85
2009-12-30,668.33
2009-12-31,671.08
2010-01-04,669.54
2010-01-05,672.48
2010-01-06,670.96
2010-01-07,670.33
2010-01-08,672.65
2010-01-11,669.82
2010-01-12,673.63
2010-01-13,672.14
2010-01-14,674.62
2010-01-15,682.57
2010-01-18,681.39
2010-01-19,681.81
2010-01-20,685.72
2010-01-21,681.67
2010-01-22,680.47
2010-01-25,679.69
2010-01-26,674.08
2010-01-27,668.09
2010-01-28,667.43
2010-01-29,669.37
2010-02-01,667.62
2010-02-02,668.35
2010-02-03,670.68
2010-02-04,669.97
2010-02-05,668.2
2010-02-08,667.62
2010-02-09,671.51
2010-02-10,670.29
2010-02-11,670.52
2010-02-12,672.17
2010-02-15,674.85
2010-02-16,677.47
2010-02-17,680.6
2010-02-18,681.92
2010-02-19,684.62
2010-02-22,691.36
2010-02-23,696.94
2010-02-24,702.36
2010-02-25,708.32
2010-02-26,707.87
2010-03-01,703.01
2010-03-02,704.32
2010-03-03,711.75
2010-03-04,719.82
2010-03-05,710.38
2010-03-08,712.96
2010-03-09,711.45
2010-03-10,713.29
2010-03-11,712.21
2010-03-12,709.87
2010-03-15,709.88
2010-03-16,714.55
2010-03-17,718.22
2010-03-18,721.06
2010-03-19,725.1
2010-03-23,727.47
2010-03-24,731.99
2010-03-25,738.09
2010-03-26,741
2010-03-29,741.54
2010-03-30,740.76
2010-03-31,737.24
2010-04-01,740.92
2010-04-06,746.44
2010-04-07,751.44
2010-04-08,761.94
2010-04-09,761.39
2010-04-12,758.48
2010-04-13,756.55
2010-04-14,755.66
2010-04-15,756.02
2010-04-16,751.25
2010-04-19,750.54
2010-04-20,754.95
2010-04-21,753.77
2010-04-22,752.02
2010-04-23,753.46
2010-04-26,752.9
2010-04-28,755.33
2010-04-29,751.71
2010-04-30,750.9
2010-05-03,753.16
2010-05-04,751.29
2010-05-05,747.11
2010-05-06,738.41
2010-05-07,724.96
2010-05-10,737.13
2010-05-11,728.49
2010-05-12,737.36
2010-05-13,733.7
2010-05-14,732.88
2010-05-17,732.96
2010-05-18,732.41
2010-05-19,733.71
2010-05-20,722.7
2010-05-21,718.2
2010-05-24,723.77
2010-05-25,722.85
2010-05-26,729.57
2010-05-27,731.06
2010-05-28,732.54
2010-05-31,734.21
2010-06-01,734.72
2010-06-02,733.91
2010-06-03,732.71
2010-06-04,728.08
2010-06-07,724.55
2010-06-08,725.43
2010-06-09,726.79
2010-06-10,731.89
2010-06-11,729.07
2010-06-14,733.67
2010-06-15,737.43
2010-06-17,739.19
2010-06-18,744.69
2010-06-21,747.82
2010-06-22,746.62
2010-06-23,747.55
2010-06-24,745.85
2010-06-25,745.33
2010-06-28,747.25
2010-06-29,749.39
2010-06-30,741.98
2010-07-01,743.14
2010-07-02,746.62
2010-07-05,749.1
2010-07-06,753.01
2010-07-07,755.04
2010-07-08,765.26
2010-07-09,766.39
2010-07-12,765.28
2010-07-13,767.47
2010-07-14,767.17
2010-07-15,772.14
2010-07-16,774.54
2010-07-19,778
2010-07-20,774.69
2010-07-21,777.6
2010-07-22,779.71
2010-07-23,780.41
2010-07-26,782.71
2010-07-27,780.59
2010-07-28,785.72
2010-07-29,790.4
2010-07-30,791.51
2010-08-02,794.57
2010-08-03,794.67
2010-08-04,795.43
2010-08-05,796
2010-08-06,796.92
2010-08-10,800.92
2010-08-11,800
2010-08-12,799.56
2010-08-13,795.47
2010-08-16,791.61
2010-08-17,794.26
2010-08-18,796.64
2010-08-19,797.4
2010-08-20,795.63
2010-08-23,797.55
2010-08-24,797.18
2010-08-25,795.21
2010-08-26,797.71
2010-08-27,800.46
2010-08-30,803.55
2010-08-31,814.61
2010-09-01,810.29
2010-09-02,808.08
2010-09-03,806.88
2010-09-06,808.41
2010-09-07,808.8
2010-09-08,806.31
2010-09-09,809.97
2010-09-10,809.28
2010-09-13,815.78
2010-09-14,820.64
2010-09-15,823.85
2010-09-16,826.17
2010-09-17,828.88
2010-09-20,828.78
2010-09-21,829
2010-09-22,830.09
2010-09-23,829.11
2010-09-27,828.91
2010-09-28,829.62
2010-09-29,833.72
2010-09-30,843.4
2010-10-01,844.95
2010-10-04,838.15
2010-10-05,839.26
2010-10-06,838.12
2010-10-07,842.65
2010-10-08,844.54
2010-10-11,845.36
2010-10-12,845.8
2010-10-13,849.63
2010-10-14,851.74
2010-10-15,857.76
2010-10-18,860.69
2010-10-19,862.62
2010-10-20,859.11
2010-10-21,864.39
2010-10-22,861.49
2010-10-25,862.07
2010-10-26,860.81
2010-10-27,859.95
2010-10-28,854.43
2010-10-29,855.02
2010-11-01,853.24
2010-11-02,849.95
2010-11-03,852.47
2010-11-04,852.5
2010-11-05,854.17
2010-11-08,856.3
2010-11-09,860.43
2010-11-10,863.94
2010-11-11,865.03
2010-11-12,864.17
2010-11-15,866.24
2010-11-16,868.27
2010-11-17,867.13
2010-11-18,871.81
2010-11-19,873.39
2010-11-22,874.98
2010-11-23,873.47
2010-11-24,876.05
2010-11-25,879.6
2010-11-26,876.48
2010-11-29,865.98
2010-11-30,850.84
2010-12-01,852.55
2010-12-02,850.05
2010-12-03,848.01
2010-12-06,855.27
2010-12-07,866.07
2010-12-08,864.44
2010-12-09,862.44
2010-12-10,860.89
2010-12-13,858.56
2010-12-14,866.49
2010-12-15,863.87
2010-12-17,862.33
2010-12-20,862.31
2010-12-21,860.77
2010-12-22,865.26
2010-12-23,865.35
2010-12-24,866.4
2010-12-28,865.84
2010-12-29,871.21
2010-12-30,869.72
2010-12-31,869.84
2011-01-03,872.94
2011-01-04,875.69
2011-01-05,877.24
2011-01-06,880.97
2011-01-07,881.81
2011-01-10,881.26
2011-01-11,877.87
2011-01-12,878.86
2011-01-13,875.59
2011-01-14,869.58
2011-01-17,861.47
2011-01-18,847.7
2011-01-19,845.46
2011-01-20,841.9
2011-01-21,842.52
2011-01-24,841.11
2011-01-25,837.17
2011-01-26,836.29
2011-01-27,837.82
2011-01-28,832.57
2011-01-31,833.43
2011-02-01,823.82
2011-02-02,821.7
2011-02-03,807.64
2011-02-04,809.44
2011-02-07,814.42
2011-02-08,817.93
2011-02-09,816.32
2011-02-10,817.36
2011-02-11,815.77
2011-02-14,824.57
2011-02-15,822.25
2011-02-16,821.41
2011-02-17,819.77
2011-02-18,818.35
2011-02-21,820.87
2011-02-22,815.96
2011-02-23,818.1
2011-02-24,814.18
2011-02-25,818.62
2011-02-28,823.41
2011-03-01,821.99
2011-03-02,821.75
2011-03-03,819.95
2011-03-04,820.04
2011-03-07,820.94
2011-03-08,816.13
2011-03-09,815.74
2011-03-10,814.06
2011-03-11,813.96
2011-03-14,814.35
2011-03-15,808.47
2011-03-16,814.75
2011-03-17,816.3
2011-03-18,815.24
2011-03-22,824.29
2011-03-23,827.69
2011-03-24,826.32
2011-03-25,829.7
2011-03-28,831.61
2011-03-29,840.84
2011-03-30,850.21
2011-03-31,851.01
2011-04-01,848.39
2011-04-04,850.2
2011-04-05,852.43
2011-04-06,856.77
2011-04-07,857.48
2011-04-08,860.32
2011-04-11,865.98
2011-04-12,863
2011-04-13,861.09
2011-04-14,857.2
2011-04-15,854.88
2011-04-18,855.09
2011-04-19,858.4
2011-04-20,859.08
2011-04-21,862
2011-04-26,867.82
2011-04-28,872.86
2011-04-29,882.61
2011-05-03,875.28
2011-05-04,869.01
2011-05-05,856.93
2011-05-06,860.77
2011-05-09,857.85
2011-05-10,856.22
2011-05-11,853.67
2011-05-12,852.92
2011-05-13,852.94
2011-05-16,858.55
2011-05-17,860.32
2011-05-19,859.51
2011-05-20,860.55
2011-05-23,861.16
2011-05-24,864.5
2011-05-25,866.13
2011-05-26,868.69
2011-05-27,875.32
2011-05-30,879.37
2011-05-31,883.49
2011-06-01,886.59
2011-06-02,884.76
2011-06-03,888.7
2011-06-06,889.27
2011-06-07,897.11
2011-06-08,899.09
2011-06-09,896.54
2011-06-10,891.4
2011-06-13,897.47
2011-06-14,892.91
2011-06-15,895.73
2011-06-17,898.72
2011-06-20,885.08
2011-06-21,886.31
2011-06-22,887.3
2011-06-23,886.97
2011-06-24,887.55
2011-06-27,887.07
2011-06-28,890.84
2011-06-29,895.64
2011-06-30,893.83
2011-07-01,895.16
2011-07-04,897.58
2011-07-05,906.98
2011-07-06,910.89
2011-07-07,917.73
2011-07-08,915.17
2011-07-11,915.18
2011-07-12,915.83
2011-07-13,909.29
2011-07-14,903.47
2011-07-15,905.03
2011-07-18,902.99
2011-07-19,904.77
2011-07-20,906.89
2011-07-21,909.07
2011-07-22,908.01
2011-07-25,912.28
2011-07-26,911.82
2011-07-27,910.93
2011-07-28,907.23
2011-07-29,908.13
2011-08-01,913.1
2011-08-02,908.72
2011-08-03,907.72
2011-08-04,906.54
2011-08-05,897.63
2011-08-08,886.78
2011-08-10,887.43
2011-08-11,887.04
2011-08-12,883.32
2011-08-15,885.01
2011-08-16,893.24
2011-08-17,893.39
2011-08-18,893.12
2011-08-19,891.36
2011-08-22,896.35
2011-08-23,898.88
2011-08-24,901.5
2011-08-25,902.71
2011-08-26,907.19
2011-08-29,921.38
2011-08-30,918.65
2011-08-31,933.16
2011-09-01,929.63
2011-09-02,923.61
2011-09-05,915.89
2011-09-06,904.59
2011-09-07,908.51
2011-09-08,906.7
2011-09-09,904.94
2011-09-12,902.81
2011-09-13,900.02
2011-09-14,900.15
2011-09-15,911.41
2011-09-16,914.87
2011-09-19,909.6
2011-09-20,915.26
2011-09-21,920.69
2011-09-22,910.73
2011-09-23,891.87
2011-09-26,892.03
2011-09-27,897.24
2011-09-28,903.61
2011-09-29,899.24
2011-09-30,913.44
2011-10-03,905.92
2011-10-04,901.3
2011-10-05,905.19
2011-10-06,909.62
2011-10-07,912.79
2011-10-10,917.88
2011-10-11,915.83
2011-10-12,925.62
2011-10-13,925.2
2011-10-14,920.57
2011-10-17,929.1
2011-10-18,926.45
2011-10-19,927.92
2011-10-20,927.68
2011-10-21,930.51
2011-10-24,929.22
2011-10-25,930.01
2011-10-26,929.2
2011-10-27,932.44
2011-10-28,931.22
2011-10-31,936.77
2011-11-01,938.75
2011-11-02,937.43
2011-11-03,932.46
2011-11-04,929.41
2011-11-07,932.97
2011-11-08,933.11
2011-11-09,928.17
2011-11-10,931.18
2011-11-11,931.7
2011-11-14,929.77
2011-11-15,929.17
2011-11-16,933.36
2011-11-17,932.77
2011-11-18,923.38
2011-11-21,923.44
2011-11-22,921.71
2011-11-23,914.65
2011-11-24,914.52
2011-11-25,912.34
2011-11-28,919.83
2011-11-29,917.4
2011-11-30,927.98
2011-12-01,925.09
2011-12-02,926.44
2011-12-05,930.62
2011-12-06,933.33
2011-12-07,936.06
2011-12-08,938.52
2011-12-09,937.83
2011-12-12,940.68
2011-12-13,936.75
2011-12-14,935.26
2011-12-15,937.22
2011-12-19,941.77
2011-12-20,945.08
2011-12-21,947.5
2011-12-22,949.1
2011-12-23,950.55
2011-12-28,952.38
2011-12-29,951.47
2011-12-30,947.49
2012-01-03,955.54
2012-01-04,959.36
2012-01-05,960.4
2012-01-06,967.4
2012-01-09,968.3
2012-01-10,966.28
2012-01-11,965.96
2012-01-12,972.5
2012-01-13,977.39
2012-01-16,976.63
2012-01-17,984.26
2012-01-18,985.61
2012-01-19,988.8
2012-01-20,990.2
2012-01-23,990.58
2012-01-24,982.08
2012-01-25,986.26
2012-01-26,986.91
2012-01-27,989.11
2012-01-30,997.88
2012-01-31,992.49
2012-02-01,998.11
2012-02-02,1003.71
2012-02-03,1010.15
2012-02-06,1011.36
2012-02-07,1005.38
2012-02-08,1006.33
2012-02-09,1005.97
2012-02-10,1002.56
2012-02-13,1002.56
2012-02-14,1003.45
2012-02-15,1004.31
2012-02-16,1001.18
2012-02-17,1002.56
2012-02-20,1003.29
2012-02-21,1002.43
2012-02-22,999.25
2012-02-23,997.36
2012-02-24,992.83
2012-02-27,994.34
2012-02-28,1006.78
2012-02-29,1002.54
2012-03-01,1007.23
2012-03-02,1024.78
2012-03-05,1028.18
2012-03-06,1018.94
2012-03-07,1016.53
2012-03-08,1016.23
2012-03-09,1019.89
2012-03-12,1024.37
2012-03-13,1039.68
2012-03-14,1041.5
2012-03-15,1035.42
2012-03-16,1026.21
2012-03-19,1029.74
2012-03-20,1028.75
2012-03-22,1033.65
2012-03-23,1031.36
2012-03-26,1034.66
2012-03-27,1033.99
2012-03-28,1025.53
2012-03-29,1020.16
2012-03-30,1023.55
2012-04-02,1028.21
2012-04-03,1026.93
2012-04-04,1025.67
2012-04-05,1028.44
2012-04-10,1020.89
2012-04-11,1013.25
2012-04-12,1019.39
2012-04-13,1021.46
2012-04-16,1020.84
2012-04-17,1023.77
2012-04-18,1028.11
2012-04-19,1029.82
2012-04-20,1035.83
2012-04-23,1035.71
2012-04-24,1033.46
