"Index","DomesticEquity.Close"
2007-03-26,2784.69
2007-03-27,2793.36
2007-03-28,2792.34
2007-03-29,2825.73
2007-03-30,2840.11
2007-04-02,2855.9
2007-04-03,2871.45
2007-04-04,2867.04
2007-04-05,2871.3
2007-04-10,2905.47
2007-04-11,2880.77
2007-04-12,2899.91
2007-04-13,2932.24
2007-04-16,2959.37
2007-04-17,2972.64
2007-04-18,2935.29
2007-04-19,2930.09
2007-04-20,2959.45
2007-04-23,2973.45
2007-04-24,2936.83
2007-04-25,2944.4
2007-04-26,2929.06
2007-04-30,2938.91
2007-05-02,2955.35
2007-05-03,2950.14
2007-05-04,2988.89
2007-05-07,3007.49
2007-05-08,2941.07
2007-05-09,2961.19
2007-05-10,2970.01
2007-05-11,2994.3
2007-05-14,2934.17
2007-05-15,2930.46
2007-05-16,2929.16
2007-05-17,2912.19
2007-05-18,2958.89
2007-05-21,2991.65
2007-05-22,2990.29
2007-05-23,3038.14
2007-05-24,3009.46
2007-05-25,2980.23
2007-05-28,2991.29
2007-05-29,2994.3
2007-05-30,2970.63
2007-05-31,2990.31
2007-06-01,3023.21
2007-06-04,3013.02
2007-06-05,3015.99
2007-06-06,2981.82
2007-06-07,2983.43
2007-06-08,2943.2
2007-06-11,2983.04
2007-06-12,2957.31
2007-06-13,2989.04
2007-06-14,3029.28
2007-06-15,3063.32
2007-06-18,3064.11
2007-06-19,3056.23
2007-06-20,3084.15
2007-06-21,3063.18
2007-06-22,3040.67
2007-06-25,3022.23
2007-06-26,3004.67
2007-06-27,2956.45
2007-06-28,2968.75
2007-06-29,2961.9
2007-07-02,3001.52
2007-07-03,3006.95
2007-07-04,3016.29
2007-07-05,3021.73
2007-07-06,3055.4
2007-07-09,3109.78
2007-07-10,3082.2
2007-07-11,3102.37
2007-07-12,3117.85
2007-07-13,3135.69
2007-07-16,3126.06
2007-07-17,3098.64
2007-07-18,3079.43
2007-07-19,3100.21
2007-07-20,3107.62
2007-07-23,3128.77
2007-07-24,3097.94
2007-07-25,3047.11
2007-07-26,2992.73
2007-07-27,2901.5
2007-07-30,2947.81
2007-07-31,2990.27
2007-08-01,2912.62
2007-08-02,2916.72
2007-08-03,2887.79
2007-08-06,2816.85
2007-08-07,2859.52
2007-08-08,2953.42
2007-08-10,2834.84
2007-08-13,2907.33
2007-08-14,2867.21
2007-08-15,2838.03
2007-08-16,2722.86
2007-08-17,2722.13
2007-08-20,2797.05
2007-08-21,2786.42
2007-08-22,2860.14
2007-08-23,2883.97
2007-08-24,2878.7
2007-08-27,2922.17
2007-08-28,2886.35
2007-08-29,2899.1
2007-08-30,2931.56
2007-08-31,3010.38
2007-09-03,3034.94
2007-09-04,3052.22
2007-09-05,3014.9
2007-09-06,3031.03
2007-09-07,2974.46
2007-09-10,2973.1
2007-09-11,3038.11
2007-09-12,3024.63
2007-09-13,3062.13
2007-09-14,3045.46
2007-09-17,3010.38
2007-09-18,3034.64
2007-09-19,3144.59
2007-09-20,3147.09
2007-09-21,3134.36
2007-09-25,3141.39
2007-09-26,3145.23
2007-09-27,3159.15
2007-09-28,3160.72
2007-10-01,3183.07
2007-10-02,3210.84
2007-10-03,3242.43
2007-10-04,3259.34
2007-10-05,3263.27
2007-10-08,3251.63
2007-10-09,3266.98
2007-10-10,3294.9
2007-10-11,3330
2007-10-12,3297.77
2007-10-15,3293.71
2007-10-16,3279.87
2007-10-17,3283.55
2007-10-18,3278.11
2007-10-19,3251.62
2007-10-22,3186.59
2007-10-23,3218.6
2007-10-24,3175.45
2007-10-25,3215.22
2007-10-26,3256.17
2007-10-29,3299.18
2007-10-30,3302.7
2007-10-31,3312.24
2007-11-01,3257.41
2007-11-02,3229.63
2007-11-05,3209.04
2007-11-06,3253.27
2007-11-07,3253.6
2007-11-08,3283.99
2007-11-09,3269.72
2007-11-12,3254.4
2007-11-13,3220.62
2007-11-14,3244.62
2007-11-15,3187.85
2007-11-16,3158.58
2007-11-19,3090.64
2007-11-20,3124.45
2007-11-21,3082.59
2007-11-22,3080.59
2007-11-23,3130.84
2007-11-26,3115.67
2007-11-27,3098.49
2007-11-28,3111.58
2007-11-29,3166.14
2007-11-30,3206.56
2007-12-03,3206.99
2007-12-04,3169.29
2007-12-05,3187.35
2007-12-06,3189
2007-12-07,3216.19
2007-12-10,3224.98
2007-12-11,3225.43
2007-12-12,3208.33
2007-12-13,3111.11
2007-12-14,3039.09
2007-12-18,3019.86
2007-12-19,2976.1
2007-12-20,3012.94
2007-12-21,3105.15
2007-12-24,3123.5
2007-12-27,3152.73
2007-12-28,3138.53
2007-12-31,3066.87
2008-01-01,3066.87
2008-01-02,3102.05
2008-01-03,3084.54
2008-01-04,3069.17
2008-01-07,3034.59
2008-01-08,3066.06
2008-01-09,3009.2
2008-01-10,2956.56
2008-01-11,2914.74
2008-01-14,2961.93
2008-01-15,2928.53
2008-01-16,2851.76
2008-01-17,2865.37
2008-01-18,2824.33
2008-01-21,2694.2
2008-01-22,2691.39
2008-01-23,2663.62
2008-01-24,2804.35
2008-01-25,2808.5
2008-01-28,2722.73
2008-01-29,2802.19
2008-01-30,2868.47
2008-01-31,2894.85
2008-02-01,3046.89
2008-02-04,3032.87
2008-02-05,2942.21
2008-02-06,2954.65
2008-02-07,2940.63
2008-02-08,2961.45
2008-02-11,2928.51
2008-02-12,3029.47
2008-02-13,3020.63
2008-02-14,3077.58
2008-02-15,3021.01
2008-02-18,3075.38
2008-02-19,3134.12
2008-02-20,3125.37
2008-02-21,3198.72
2008-02-22,3163.44
2008-02-25,3164.02
2008-02-26,3215.37
2008-02-27,3189.99
2008-02-28,3201.47
2008-02-29,3255.33
2008-03-03,3251.22
2008-03-04,3278.12
2008-03-05,3239.36
2008-03-06,3298.72
2008-03-07,3260.35
2008-03-10,3208.4
2008-03-11,3218.84
2008-03-12,3271.86
2008-03-13,3228.86
2008-03-14,3266.5
2008-03-17,3189.77
2008-03-18,3202.13
2008-03-19,3145.11
2008-03-20,3031.12
2008-03-25,3109.38
2008-03-26,3167.05
2008-03-27,3209.92
2008-03-28,3195.74
2008-03-31,3156.36
2008-04-01,3160.64
2008-04-02,3193.21
2008-04-03,3198.24
2008-04-04,3242.65
2008-04-07,3310.92
2008-04-08,3294.98
2008-04-09,3352.6
2008-04-10,3337.11
2008-04-11,3327.1
2008-04-14,3289.92
2008-04-15,3344.21
2008-04-16,3405.91
2008-04-17,3389
2008-04-18,3377.77
2008-04-21,3398.96
2008-04-22,3392.45
2008-04-23,3395.39
2008-04-24,3336.9
2008-04-25,3325.79
2008-04-29,3271.65
2008-04-30,3288.71
2008-05-05,3352.08
2008-05-06,3419.46
2008-05-07,3415.77
2008-05-08,3443.49
2008-05-09,3441.63
2008-05-12,3442.87
2008-05-13,3427.18
2008-05-14,3468.74
2008-05-15,3496.63
2008-05-16,3502.36
2008-05-19,3555.28
2008-05-20,3530.3
2008-05-21,3524.85
2008-05-22,3559.68
2008-05-23,3485.72
2008-05-26,3505.57
2008-05-27,3477.98
2008-05-28,3450.58
2008-05-29,3416.86
2008-05-30,3411.19
2008-06-02,3399.45
2008-06-03,3395.22
2008-06-04,3372.95
2008-06-05,3400.9
2008-06-06,3396.1
2008-06-09,3374.77
2008-06-10,3327.64
2008-06-11,3283.96
2008-06-12,3326.12
2008-06-13,3330.15
2008-06-17,3371.26
2008-06-18,3320.96
2008-06-19,3354.58
2008-06-20,3277.96
2008-06-23,3267.18
2008-06-24,3240.32
2008-06-25,3212.62
2008-06-26,3215.15
2008-06-27,3256.68
2008-06-30,3262.45
2008-07-01,3218.5
2008-07-02,3143.4
2008-07-03,3045.63
2008-07-04,3022.04
2008-07-07,3025.59
2008-07-08,2965.2
2008-07-09,3007.92
2008-07-10,2973.35
2008-07-11,2978.52
2008-07-14,2976.92
2008-07-15,2908.03
2008-07-16,2886.32
2008-07-17,3006.45
2008-07-18,2965.05
2008-07-21,2976.09
2008-07-22,2929.24
2008-07-23,2940.88
2008-07-24,2946.94
2008-07-25,2900.28
2008-07-28,2935.12
2008-07-29,2918.37
2008-07-30,2983.2
2008-07-31,2978.06
2008-08-01,2847.52
2008-08-04,2780.02
2008-08-05,2837.54
2008-08-06,2894.95
2008-08-07,2864.78
2008-08-08,2875.03
2008-08-11,2897.79
2008-08-12,2893.65
2008-08-13,2905.82
2008-08-14,2990.11
2008-08-15,2928.5
2008-08-18,2888.37
2008-08-19,2830.66
2008-08-20,2887.1
2008-08-21,2916.26
2008-08-22,2926.65
2008-08-25,2879.68
2008-08-26,2914.17
2008-08-27,2957.65
2008-08-28,3022.48
2008-08-29,2987.36
2008-09-01,2902.33
2008-09-02,2890.52
2008-09-03,2867.21
2008-09-04,2830.25
2008-09-05,2746.67
2008-09-08,2837.24
2008-09-09,2738.01
2008-09-10,2732.94
2008-09-11,2762.75
2008-09-12,2828.25
2008-09-15,2785.56
2008-09-16,2713.49
2008-09-17,2642.26
2008-09-18,2617.23
2008-09-19,2761.17
2008-09-22,2814.57
2008-09-23,2709.13
2008-09-25,2710.55
2008-09-26,2663.1
2008-09-29,2510.48
2008-09-30,2591.85
2008-10-01,2537.12
2008-10-02,2453.18
2008-10-03,2465.96
2008-10-06,2290.47
2008-10-07,2349.12
2008-10-08,2283
2008-10-09,2315.49
2008-10-10,2243.9
2008-10-13,2338.15
2008-10-14,2410.67
2008-10-15,2242.25
2008-10-16,2190.38
2008-10-17,2195.13
2008-10-20,2259.61
2008-10-21,2320.02
2008-10-22,2213.29
2008-10-23,2138.01
2008-10-24,2013.71
2008-10-27,2003.3
2008-10-28,2023.54
2008-10-29,2159.41
2008-10-30,2275.79
2008-10-31,2289.99
2008-11-03,2307.5
2008-11-04,2363.65
2008-11-05,2287.38
2008-11-06,2197.23
2008-11-07,2186.88
2008-11-10,2298.56
2008-11-11,2194.34
2008-11-12,2147.64
2008-11-13,2084.77
2008-11-14,2119.6
2008-11-17,2061.97
2008-11-18,2047.12
2008-11-19,2048.15
2008-11-20,1945.26
2008-11-21,1972.78
2008-11-24,2075.76
2008-11-25,2215.59
2008-11-26,2238.73
2008-11-27,2329.07
2008-11-28,2319.07
2008-12-01,2214.12
2008-12-02,2155.99
2008-12-03,2090.3
2008-12-04,2165.5
2008-12-05,2108.51
2008-12-08,2258.62
2008-12-09,2292.51
2008-12-10,2399.48
2008-12-11,2379.65
2008-12-12,2337.21
2008-12-15,2386.52
2008-12-17,2452.56
2008-12-18,2411.56
2008-12-19,2329.82
2008-12-22,2308.27
2008-12-23,2325.13
2008-12-24,2298.39
2008-12-29,2324.56
2008-12-30,2336.7
2008-12-31,2354.29
2009-01-01,2354.29
2009-01-02,2382.28
2009-01-05,2442.28
2009-01-06,2509.66
2009-01-07,2487.67
2009-01-08,2435.38
2009-01-09,2433.12
2009-01-12,2430.89
2009-01-13,2363.1
2009-01-14,2284.04
2009-01-15,2240.09
2009-01-16,2304.46
2009-01-19,2260.08
2009-01-20,2224.11
2009-01-21,2197.14
2009-01-22,2178.22
2009-01-23,2145.89
2009-01-26,2208.89
2009-01-27,2262.21
2009-01-28,2304.49
2009-01-29,2255.53
2009-01-30,2254.24
2009-02-02,2183.5
2009-02-03,2193.38
2009-02-04,2261.81
2009-02-05,2239.69
2009-02-06,2349.14
2009-02-09,2376.68
2009-02-10,2349.84
2009-02-11,2307.57
2009-02-12,2264.98
2009-02-13,2263.28
2009-02-16,2234.22
2009-02-17,2197.21
2009-02-18,2187.22
2009-02-19,2199.05
2009-02-20,2126.85
2009-02-23,2122.05
2009-02-24,2069.97
2009-02-25,2070.43
2009-02-26,2090.33
2009-02-27,2031.67
2009-03-02,2024.11
2009-03-03,1994.84
2009-03-04,2033.75
2009-03-05,2027.67
2009-03-06,2052.1
2009-03-09,2002.35
2009-03-10,2050.34
2009-03-11,2109.09
2009-03-12,2114.45
2009-03-13,2179.91
2009-03-16,2177.77
2009-03-17,2143.67
2009-03-18,2136.25
2009-03-19,2259.32
2009-03-20,2295.9
2009-03-23,2365.43
2009-03-24,2330.65
2009-03-25,2347.15
2009-03-26,2331.26
2009-03-27,2281.31
2009-03-30,2207.38
2009-03-31,2255.54
2009-04-01,2297.42
2009-04-02,2370.68
2009-04-03,2349.76
2009-04-06,2296.75
2009-04-07,2271.82
2009-04-08,2265.71
2009-04-09,2324.56
2009-04-14,2376.14
2009-04-15,2363.81
2009-04-16,2321.34
2009-04-17,2309.76
2009-04-20,2229.63
2009-04-21,2196.99
2009-04-23,2255.15
2009-04-24,2294.28
2009-04-28,2250.56
2009-04-29,2272.82
2009-04-30,2291.16
2009-05-04,2372.92
2009-05-05,2367.2
2009-05-06,2417.3
2009-05-07,2390.27
2009-05-08,2423.64
2009-05-11,2426.23
2009-05-12,2433.84
2009-05-13,2362.71
2009-05-14,2374.55
2009-05-15,2408.82
2009-05-18,2435.84
2009-05-19,2486.15
2009-05-20,2516.76
2009-05-21,2443.66
2009-05-22,2489.16
2009-05-25,2487.54
2009-05-26,2491.26
2009-05-27,2500.24
2009-05-28,2477.33
2009-05-29,2527.87
2009-06-01,2614.82
2009-06-02,2627.39
2009-06-03,2560.92
2009-06-04,2538.64
2009-06-05,2572.38
2009-06-08,2548.56
2009-06-09,2559.71
2009-06-10,2586.06
2009-06-11,2560.58
2009-06-12,2545.6
2009-06-15,2512.7
2009-06-17,2438.25
2009-06-18,2461.33
2009-06-19,2487.78
2009-06-22,2438.07
2009-06-23,2427.08
2009-06-24,2488.08
2009-06-25,2461.94
2009-06-26,2478.85
2009-06-29,2478.96
2009-06-30,2450.64
2009-07-01,2524.08
2009-07-02,2465.76
2009-07-03,2471.2
2009-07-06,2408.55
2009-07-07,2432.43
2009-07-08,2447.26
2009-07-09,2463.24
2009-07-10,2480.53
2009-07-13,2498.16
2009-07-14,2552.27
2009-07-15,2620.4
2009-07-16,2612.7
2009-07-17,2617.5
2009-07-20,2630.24
2009-07-21,2652.76
2009-07-22,2624.94
2009-07-23,2658.94
2009-07-24,2662.32
2009-07-27,2661.8
2009-07-28,2643.65
2009-07-29,2623.73
2009-07-30,2676.9
2009-07-31,2698.16
2009-08-03,2759.13
2009-08-04,2762.43
2009-08-05,2770.57
2009-08-06,2785.8
2009-08-07,2788.64
2009-08-11,2745.34
2009-08-12,2734.97
2009-08-13,2781.85
2009-08-14,2760.25
2009-08-17,2682.03
2009-08-18,2702.28
2009-08-19,2702.69
2009-08-20,2740.81
2009-08-21,2771.67
2009-08-24,2817.04
2009-08-25,2807.17
2009-08-26,2799.12
2009-08-27,2785.83
2009-08-28,2813.31
2009-08-31,2784.5
2009-09-01,2771.4
2009-09-02,2740.58
2009-09-03,2750.28
2009-09-04,2761.01
2009-09-07,2796.42
2009-09-08,2819.36
2009-09-09,2803.69
2009-09-10,2829.39
2009-09-11,2857.5
2009-09-14,2818.09
2009-09-15,2824.06
2009-09-16,2864.51
2009-09-17,2902.81
2009-09-18,2889.52
2009-09-21,2838.95
2009-09-22,2851.88
2009-09-23,2841.44
2009-09-25,2794.6
2009-09-28,2800.74
2009-09-29,2785.18
2009-09-30,2791.42
2009-10-01,2797.7
2009-10-02,2747.6
2009-10-05,2763.54
2009-10-06,2803.67
2009-10-07,2834.97
2009-10-08,2860.68
2009-10-09,2844.05
2009-10-12,2877.25
2009-10-13,2881.76
2009-10-14,2925.1
2009-10-15,2939.27
2009-10-16,2918.5
2009-10-19,2966.61
2009-10-20,2968.74
2009-10-21,2982.28
2009-10-22,3001.06
2009-10-23,3008.94
2009-10-26,3021.06
2009-10-27,2977.13
2009-10-28,2925.24
2009-10-29,2980.57
2009-10-30,2959.37
2009-11-02,2931.57
2009-11-03,2891.47
2009-11-04,2910.43
2009-11-05,2907.44
2009-11-06,2911.44
2009-11-09,2957.66
2009-11-10,2961.14
2009-11-11,2993.31
2009-11-12,2996.17
2009-11-13,2996.98
2009-11-16,3043.53
2009-11-17,3059.49
2009-11-18,3055.47
2009-11-19,3038.47
2009-11-20,3023.88
2009-11-23,3079.44
2009-11-24,3074.28
2009-11-25,3086.82
2009-11-26,3034.76
2009-11-27,3010.41
2009-11-30,3022.43
2009-12-01,3065.45
2009-12-02,3082.56
2009-12-03,3069.56
2009-12-04,3078.13
2009-12-07,3051.38
2009-12-08,3034.11
2009-12-09,3004.79
2009-12-10,3024.04
2009-12-11,3048.09
2009-12-14,3062.92
2009-12-15,3046.92
2009-12-17,3050.47
2009-12-18,3074.75
2009-12-21,3091.55
2009-12-22,3105.78
2009-12-23,3104.2
2009-12-24,3101.09
2009-12-28,3135.8
2009-12-29,3109.52
2009-12-30,3089.29
2009-12-31,3110.79
2010-01-04,3136.86
2010-01-05,3148.51
2010-01-06,3157.68
2010-01-07,3150.64
2010-01-08,3178.61
2010-01-11,3189.3
2010-01-12,3156.77
2010-01-13,3157.82
2010-01-14,3166.24
2010-01-15,3142.32
2010-01-18,3161.93
2010-01-19,3160.46
2010-01-20,3139.65
2010-01-21,3093.3
2010-01-22,3045.3
2010-01-25,3047.26
2010-01-26,2999.1
2010-01-27,3015.99
2010-01-28,3015.22
2010-01-29,3001.79
2010-02-01,2980.58
2010-02-02,3017.13
2010-02-03,3029.98
2010-02-04,2961.55
2010-02-05,2902.44
2010-02-08,2930.45
2010-02-09,2976.94
2010-02-10,2966.14
2010-02-11,2965.18
2010-02-12,2955.25
2010-02-15,3005.02
2010-02-16,3031.85
2010-02-17,3060.3
2010-02-18,3070.2
2010-02-19,3046.41
2010-02-22,3071.48
2010-02-23,3045.73
2010-02-24,3031.95
2010-02-25,3009.3
2010-02-26,3012.99
2010-03-01,3048.46
2010-03-02,3087.48
2010-03-03,3122.64
2010-03-04,3132.85
2010-03-05,3147.57
2010-03-08,3174.54
2010-03-09,3149.86
2010-03-10,3171.26
2010-03-11,3151.36
2010-03-12,3190.99
2010-03-15,3166.77
2010-03-16,3191.59
2010-03-17,3223.04
2010-03-18,3254.13
2010-03-19,3225.43
2010-03-23,3214.91
2010-03-24,3209.33
2010-03-25,3226.72
2010-03-26,3231.55
2010-03-29,3245.39
2010-03-30,3248.71
2010-03-31,3250.11
2010-04-01,3286.06
2010-04-06,3325.43
2010-04-07,3313.82
2010-04-08,3287.23
2010-04-09,3324.27
2010-04-12,3307.92
2010-04-13,3277.55
2010-04-14,3340.72
2010-04-15,3348.13
2010-04-16,3290.29
2010-04-19,3258.97
2010-04-20,3290.9
2010-04-21,3282.54
2010-04-22,3269.33
2010-04-23,3281.7
2010-04-26,3324.59
2010-04-28,3235.58
2010-04-29,3257.3
2010-04-30,3248.17
2010-05-03,3247.65
2010-05-04,3168.81
2010-05-05,3132.61
2010-05-06,3120.83
2010-05-07,3007.65
2010-05-10,3138.74
2010-05-11,3121.98
2010-05-12,3197.35
2010-05-13,3181.88
2010-05-14,3102.51
2010-05-17,3099.56
2010-05-18,3129.88
2010-05-19,3084.61
2010-05-20,2989.55
2010-05-21,2980.54
2010-05-24,3040.15
2010-05-25,2972.26
2010-05-26,3070.77
2010-05-27,3116.43
2010-05-28,3088.39
2010-05-31,3082.13
2010-06-01,3100.72
2010-06-02,3093.8
2010-06-03,3081.04
2010-06-04,3015.46
2010-06-07,2974.54
2010-06-08,2954.82
2010-06-09,3026.5
2010-06-10,3081.35
2010-06-11,3050.05
2010-06-14,3117.86
2010-06-15,3144.74
2010-06-17,3157.95
2010-06-18,3153.71
2010-06-21,3184.87
2010-06-22,3172.16
2010-06-23,3138.12
2010-06-24,3114.91
2010-06-25,3097.23
2010-06-28,3101.65
2010-06-29,3034.48
2010-06-30,2984.48
2010-07-01,2956.15
2010-07-02,2990.82
2010-07-05,2976.37
2010-07-06,3037.9
2010-07-07,3052.79
2010-07-08,3076.24
2010-07-09,3100.24
2010-07-12,3091.59
2010-07-13,3126.11
2010-07-14,3120.17
2010-07-15,3123.69
2010-07-16,3129.96
2010-07-19,3107.4
2010-07-20,3109.66
2010-07-21,3164.68
2010-07-22,3214.77
2010-07-23,3231.84
2010-07-26,3240.95
2010-07-27,3236.68
2010-07-28,3225.97
2010-07-29,3246.76
2010-07-30,3224.6
2010-08-02,3288.69
2010-08-03,3259.54
2010-08-04,3249.67
2010-08-05,3248.24
2010-08-06,3220.31
2010-08-10,3178.81
2010-08-11,3126.9
2010-08-12,3127.51
2010-08-13,3134.24
2010-08-16,3144.34
2010-08-17,3155.47
2010-08-18,3110.59
2010-08-19,3094.82
2010-08-20,3076.69
2010-08-23,3120.85
2010-08-24,3087.55
2010-08-25,3019.2
2010-08-26,3065.12
2010-08-27,3049.82
2010-08-30,3096.51
2010-08-31,3109.27
2010-09-01,3192.03
2010-09-02,3176.25
2010-09-03,3187.88
2010-09-06,3201.32
2010-09-07,3165.24
2010-09-08,3193.37
2010-09-09,3201.81
2010-09-10,3213.5
2010-09-13,3267.45
2010-09-14,3268.69
2010-09-15,3268.68
2010-09-16,3264.42
2010-09-17,3261.13
2010-09-20,3295.26
2010-09-21,3296.85
2010-09-22,3296.62
2010-09-23,3295.7
2010-09-27,3324.14
2010-09-28,3325.64
2010-09-29,3336.81
2010-09-30,3381.14
2010-10-01,3359.41
2010-10-04,3363.01
2010-10-05,3394.48
2010-10-06,3409.28
2010-10-07,3389.32
2010-10-08,3403.54
2010-10-11,3422.35
2010-10-12,3426.03
2010-10-13,3482.21
2010-10-14,3480.36
2010-10-15,3459.04
2010-10-18,3471.93
2010-10-19,3451.91
2010-10-20,3460.82
2010-10-21,3502.12
2010-10-22,3465.16
2010-10-25,3481.82
2010-10-26,3467
2010-10-27,3446.52
2010-10-28,3473.07
2010-10-29,3501.18
2010-11-01,3525
2010-11-02,3521.74
2010-11-03,3545.71
2010-11-04,3604.38
2010-11-05,3619.17
2010-11-08,3611.44
2010-11-09,3642.87
2010-11-10,3626.26
2010-11-11,3631.12
2010-11-12,3646.39
2010-11-15,3661
2010-11-16,3615.33
2010-11-17,3606.75
2010-11-18,3633.08
2010-11-19,3612.93
2010-11-22,3613.99
2010-11-23,3555.44
2010-11-24,3580.46
2010-11-25,3601.84
2010-11-26,3588.39
2010-11-29,3537.17
2010-11-30,3485.37
2010-12-01,3545.36
2010-12-02,3586.57
2010-12-03,3613.25
2010-12-06,3646.84
2010-12-07,3659.33
2010-12-08,3659.96
2010-12-09,3642.43
2010-12-10,3628.47
2010-12-13,3637.27
2010-12-14,3648.96
2010-12-15,3653.22
2010-12-17,3644.87
2010-12-20,3656.81
2010-12-21,3694.98
2010-12-22,3694.43
2010-12-23,3702.3
2010-12-24,3691.9
2010-12-28,3689.05
2010-12-29,3701.85
2010-12-30,3711.84
2010-12-31,3701.33
2011-01-03,3723.41
2011-01-04,3737.16
2011-01-05,3689.12
2011-01-06,3701.26
2011-01-07,3679.81
2011-01-10,3655.31
2011-01-11,3708.77
2011-01-12,3745.88
2011-01-13,3762.97
2011-01-14,3766.31
2011-01-17,3727.43
2011-01-18,3755.52
2011-01-19,3732.92
2011-01-20,3672.18
2011-01-21,3707.11
2011-01-24,3675.87
2011-01-25,3651.37
2011-01-26,3686.96
2011-01-27,3706.95
2011-01-28,3638.27
2011-01-31,3621.62
2011-02-01,3672.3
2011-02-02,3747.21
2011-02-03,3782.65
2011-02-04,3795.07
2011-02-07,3783.27
2011-02-08,3781.96
2011-02-09,3769.12
2011-02-10,3738.2
2011-02-11,3801.05
2011-02-14,3817.16
2011-02-15,3813.27
2011-02-16,3780.72
2011-02-17,3774.35
2011-02-18,3750.26
2011-02-21,3784.54
2011-02-22,3742.73
2011-02-23,3683.65
2011-02-24,3657.63
2011-02-25,3687.52
2011-02-28,3723.2
2011-03-01,3697.66
2011-03-02,3688.71
2011-03-03,3732.2
2011-03-04,3730.7
2011-03-07,3735.67
2011-03-08,3681.22
2011-03-09,3680.4
2011-03-10,3573.83
2011-03-11,3605.63
2011-03-14,3575.61
2011-03-15,3496.34
2011-03-16,3544.79
2011-03-17,3557.08
2011-03-18,3553.73
2011-03-22,3575.88
2011-03-23,3616.11
2011-03-24,3666.17
2011-03-25,3660.17
2011-03-28,3646.55
2011-03-29,3686.17
2011-03-30,3750.85
2011-03-31,3742.65
2011-04-01,3763.72
2011-04-04,3775.54
2011-04-05,3798.02
2011-04-06,3827.89
2011-04-07,3798.3
2011-04-08,3818.44
2011-04-11,3821.84
2011-04-12,3754.92
2011-04-13,3768.19
2011-04-14,3775.71
2011-04-15,3753.56
2011-04-18,3655.83
2011-04-19,3708.06
2011-04-20,3790.4
2011-04-21,3805.85
2011-04-26,3806.93
2011-04-28,3805.98
2011-04-29,3826.56
2011-05-03,3767.08
2011-05-04,3712.4
2011-05-05,3680.41
2011-05-06,3714.99
2011-05-09,3683.73
2011-05-10,3739.18
2011-05-11,3735.19
2011-05-12,3692.13
2011-05-13,3724.71
2011-05-16,3747.56
2011-05-17,3711.19
2011-05-19,3719.93
2011-05-20,3705.39
2011-05-23,3653.93
2011-05-24,3698.99
2011-05-25,3706.28
2011-05-26,3728.02
2011-05-27,3775.15
2011-05-30,3776.49
2011-05-31,3796.99
2011-06-01,3768.58
2011-06-02,3716.78
2011-06-03,3681.55
2011-06-06,3682.72
2011-06-07,3710.74
2011-06-08,3676.11
2011-06-09,3689.27
2011-06-10,3635.37
2011-06-13,3636.8
2011-06-14,3642.95
2011-06-15,3616.26
2011-06-17,3577.62
2011-06-20,3573.5
2011-06-21,3613.67
2011-06-22,3592.78
2011-06-23,3538.37
2011-06-24,3579.64
2011-06-27,3606.96
2011-06-28,3653.03
2011-06-29,3703.77
2011-06-30,3719.91
2011-07-01,3727.02
2011-07-04,3745.95
2011-07-05,3766.55
2011-07-06,3752.13
2011-07-07,3771.44
2011-07-08,3737.14
2011-07-11,3718.96
2011-07-12,3728.48
2011-07-13,3773.31
2011-07-14,3760.87
2011-07-15,3770.74
2011-07-18,3722.54
2011-07-19,3744.39
2011-07-20,3744.09
2011-07-21,3752.23
2011-07-22,3739.44
2011-07-25,3746.04
2011-07-26,3723.01
2011-07-27,3690.92
2011-07-28,3673.67
2011-07-29,3645.83
2011-08-01,3656
2011-08-02,3610.91
2011-08-03,3569.81
2011-08-04,3462.34
2011-08-05,3422.01
2011-08-08,3320.77
2011-08-10,3352.04
2011-08-11,3449.31
2011-08-12,3488.64
2011-08-15,3532.19
2011-08-16,3512.03
2011-08-17,3534.45
2011-08-18,3430.24
2011-08-19,3440.76
2011-08-22,3448.44
2011-08-23,3428.14
2011-08-24,3468.53
2011-08-25,3438.64
2011-08-26,3447.5
2011-08-29,3550.55
2011-08-30,3559.04
2011-08-31,3634.09
2011-09-01,3643.78
2011-09-02,3577.06
2011-09-05,3513.24
2011-09-06,3470.65
2011-09-07,3586.88
2011-09-08,3634.3
2011-09-09,3578.21
2011-09-12,3520.68
2011-09-13,3541.55
2011-09-14,3591.92
2011-09-15,3655.39
2011-09-16,3661.67
2011-09-19,3654.32
2011-09-20,3699.68
2011-09-21,3695.82
2011-09-22,3579.18
2011-09-23,3548.28
2011-09-26,3508.06
2011-09-27,3630.1
2011-09-28,3581.31
2011-09-29,3504.56
2011-09-30,3502.83
2011-10-03,3527.75
2011-10-04,3445.14
2011-10-05,3479.41
2011-10-06,3529.04
2011-10-07,3571.08
2011-10-10,3656.79
2011-10-11,3647.22
2011-10-12,3685.82
2011-10-13,3650.83
2011-10-14,3685.07
2011-10-17,3681.85
2011-10-18,3676.99
2011-10-19,3693.94
2011-10-20,3651.26
2011-10-21,3723.86
2011-10-24,3748.1
2011-10-25,3749.2
2011-10-26,3757.85
2011-10-27,3842.62
2011-10-28,3894.9
2011-10-31,3830.33
2011-11-01,3756.41
2011-11-02,3812.34
2011-11-03,3814.15
2011-11-04,3779.24
2011-11-07,3850.01
2011-11-08,3868.49
2011-11-09,3791.12
2011-11-10,3814.76
2011-11-11,3820.09
2011-11-14,3830.84
2011-11-15,3869.96
2011-11-16,3869.78
