"Index","DomesticEquity.Close"
2004-06-30,974.28
2004-07-01,977.14
2004-07-02,968.97
2004-07-05,974.03
2004-07-06,973.15
2004-07-07,968.7
2004-07-08,959.53
2004-07-09,969.37
2004-07-12,968.02
2004-07-13,981.91
2004-07-14,974.79
2004-07-15,977.86
2004-07-16,966.95
2004-07-19,956.23
2004-07-20,956.86
2004-07-21,978.08
2004-07-22,964.37
2004-07-23,971.57
2004-07-26,972.74
2004-07-27,981.49
2004-07-28,987.77
2004-07-29,989.38
2004-07-30,995.25
2004-08-02,1000.73
2004-08-03,1007.78
2004-08-04,1009.19
2004-08-05,1006.46
2004-08-06,987.94
2004-08-10,983.39
2004-08-11,980.86
2004-08-12,1013.9
2004-08-13,1020.78
2004-08-16,1048.06
2004-08-17,1040.48
2004-08-18,1034.84
2004-08-19,1053.62
2004-08-20,1059.13
2004-08-23,1081.66
2004-08-24,1069.66
2004-08-25,1062.71
2004-08-26,1067.23
2004-08-27,1081.4
2004-08-30,1082.06
2004-08-31,1082.3
2004-09-01,1080.81
2004-09-02,1081.5
2004-09-03,1088.45
2004-09-06,1091.23
2004-09-07,1080.76
2004-09-08,1085.36
2004-09-09,1092.14
2004-09-10,1089.54
2004-09-13,1091.03
2004-09-14,1093.79
2004-09-15,1089.25
2004-09-16,1107.98
2004-09-17,1118.63
2004-09-20,1113.43
2004-09-21,1118.69
2004-09-22,1123.15
2004-09-23,1118.8
2004-09-27,1113.99
2004-09-28,1128.7
2004-09-29,1139.14
2004-09-30,1144.13
2004-10-01,1154.91
2004-10-04,1148.65
2004-10-05,1154.68
2004-10-06,1161.31
2004-10-07,1177.11
2004-10-08,1179.84
2004-10-11,1174.93
2004-10-12,1160.89
2004-10-13,1149
2004-10-14,1150.95
2004-10-15,1152.69
2004-10-18,1145.43
2004-10-19,1140.66
2004-10-20,1132.01
2004-10-21,1137.07
2004-10-22,1136.22
2004-10-25,1133.91
2004-10-26,1150.57
2004-10-27,1150.9
2004-10-28,1134.62
2004-10-29,1137.11
2004-11-01,1148.33
2004-11-02,1151.99
2004-11-03,1155.83
2004-11-04,1160.45
2004-11-05,1177.05
2004-11-08,1179.09
2004-11-09,1193.34
2004-11-10,1189.5
2004-11-11,1202.37
2004-11-12,1191.71
2004-11-15,1196.73
2004-11-16,1191.98
2004-11-17,1195.53
2004-11-18,1205.41
2004-11-19,1203.89
2004-11-22,1194.3
2004-11-23,1195.26
2004-11-24,1198.9
2004-11-25,1210.14
2004-11-26,1214.02
2004-11-29,1221.83
2004-11-30,1219.64
2004-12-01,1228.15
2004-12-02,1231.08
2004-12-03,1220.56
2004-12-06,1202.05
2004-12-07,1202.71
2004-12-08,1192.18
2004-12-09,1186.42
2004-12-10,1185.91
2004-12-13,1187.01
2004-12-14,1194.13
2004-12-15,1198.6
2004-12-17,1210.76
2004-12-20,1217.85
2004-12-21,1217.09
2004-12-22,1221.53
2004-12-23,1222.31
2004-12-24,1224.77
2004-12-28,1231.04
2004-12-29,1232.77
2004-12-30,1239.1
2004-12-31,1237.25
2005-01-03,1251.16
2005-01-04,1244.33
2005-01-05,1240.73
2005-01-06,1252.75
2005-01-07,1244.37
2005-01-10,1240.51
2005-01-11,1240.65
2005-01-12,1246.52
2005-01-13,1249.43
2005-01-14,1252.15
2005-01-17,1245.01
2005-01-18,1235.41
2005-01-19,1225.82
2005-01-20,1221.68
2005-01-21,1224.45
2005-01-24,1227.73
2005-01-25,1226.49
2005-01-26,1235.28
2005-01-27,1245.34
2005-01-28,1244.34
2005-01-31,1254.01
2005-02-01,1269.58
2005-02-02,1269.61
2005-02-03,1275.38
2005-02-04,1273.97
2005-02-07,1278.32
2005-02-08,1281.93
2005-02-09,1284.28
2005-02-10,1282.22
2005-02-11,1282.1
2005-02-14,1286.89
2005-02-15,1282.66
2005-02-16,1291.66
2005-02-17,1299.37
2005-02-18,1303.57
2005-02-21,1308.03
2005-02-22,1298.59
2005-02-23,1296.91
2005-02-24,1304.3
2005-02-25,1310.89
2005-02-28,1322.42
2005-03-01,1323.63
2005-03-02,1320.48
2005-03-03,1328.74
2005-03-04,1337.93
2005-03-07,1332.34
2005-03-08,1332.4
2005-03-09,1336.9
2005-03-10,1335.23
2005-03-11,1329.05
2005-03-14,1338.61
2005-03-15,1338
2005-03-16,1334.66
2005-03-17,1350.46
2005-03-18,1339.55
2005-03-22,1326.97
2005-03-23,1310.37
2005-03-24,1300.31
2005-03-29,1302.54
2005-03-30,1298.8
2005-03-31,1310.86
2005-04-01,1324.03
2005-04-04,1309.93
2005-04-05,1308.49
2005-04-06,1306.99
2005-04-07,1304.48
2005-04-08,1313.95
2005-04-11,1309.95
2005-04-12,1302
2005-04-13,1286.82
2005-04-14,1296.65
2005-04-15,1292.34
2005-04-18,1277.77
2005-04-19,1283.81
2005-04-20,1276.91
2005-04-21,1266.05
2005-04-22,1262.43
2005-04-25,1265.26
2005-04-26,1266.56
2005-04-28,1234.31
2005-04-29,1243.08
2005-05-03,1254.91
2005-05-04,1254.48
2005-05-05,1268.21
2005-05-06,1281.91
2005-05-09,1302.9
2005-05-10,1295.78
2005-05-11,1297.61
2005-05-12,1302.67
2005-05-13,1282.57
2005-05-16,1296.77
2005-05-17,1297.86
2005-05-18,1313.76
2005-05-19,1310.31
2005-05-20,1328.56
2005-05-23,1335.25
2005-05-24,1340.16
2005-05-25,1333.82
2005-05-26,1357.16
2005-05-27,1363.61
2005-05-30,1378.23
2005-05-31,1365.42
2005-06-01,1372.6
2005-06-02,1383.08
2005-06-03,1388.58
2005-06-06,1395.85
2005-06-07,1385.23
2005-06-08,1387.23
2005-06-09,1387.37
2005-06-10,1390.25
2005-06-13,1409.5
2005-06-14,1409.59
2005-06-15,1408.25
2005-06-17,1419.73
2005-06-20,1422.64
2005-06-21,1419.29
2005-06-22,1419.45
2005-06-23,1415.97
2005-06-24,1398.67
2005-06-27,1395.21
2005-06-28,1396.98
2005-06-29,1408.66
2005-06-30,1405.81
2005-07-01,1414.69
2005-07-04,1422.97
2005-07-05,1428.2
2005-07-06,1431.4
2005-07-07,1422.2
2005-07-08,1437.68
2005-07-11,1443.67
2005-07-12,1443.22
2005-07-13,1459.22
2005-07-14,1469.97
2005-07-15,1464.1
2005-07-18,1468.72
2005-07-19,1478.81
2005-07-20,1479.83
2005-07-21,1484.13
2005-07-22,1494.29
2005-07-25,1506.03
2005-07-26,1498.14
2005-07-27,1504.32
2005-07-28,1514.18
2005-07-29,1506.62
2005-08-01,1512.51
2005-08-02,1524.81
2005-08-03,1535.19
2005-08-04,1539.13
2005-08-05,1538.59
2005-08-08,1552.53
2005-08-10,1565.7
2005-08-11,1563
2005-08-12,1569.58
2005-08-15,1580.56
2005-08-16,1566.82
2005-08-17,1546.75
2005-08-18,1542.59
2005-08-19,1557.74
2005-08-22,1563.82
2005-08-23,1563.4
2005-08-24,1539.4
2005-08-25,1534.2
2005-08-26,1525.81
2005-08-29,1522.84
2005-08-30,1526.24
2005-08-31,1537.56
2005-09-01,1563.92
2005-09-02,1572.71
2005-09-05,1567.44
2005-09-06,1583.29
2005-09-07,1592.82
2005-09-08,1583.78
2005-09-09,1587.86
2005-09-12,1605.22
2005-09-13,1594.51
2005-09-14,1598.96
2005-09-15,1615.36
2005-09-16,1637.8
2005-09-19,1650.49
2005-09-20,1639.09
2005-09-21,1646.71
2005-09-22,1625.95
2005-09-23,1617.18
2005-09-26,1642.61
2005-09-27,1648.64
2005-09-28,1667.22
2005-09-29,1670.24
2005-09-30,1690.99
2005-10-03,1669.75
2005-10-04,1673
2005-10-05,1662.56
2005-10-06,1633.32
2005-10-07,1617.09
2005-10-10,1618.42
2005-10-11,1635.64
2005-10-12,1638.5
2005-10-13,1598.66
2005-10-14,1571.22
2005-10-17,1599.92
2005-10-18,1589.94
2005-10-19,1561.04
2005-10-20,1590.64
2005-10-21,1568.72
2005-10-24,1607.9
2005-10-25,1617.39
2005-10-26,1651.79
2005-10-27,1632.34
2005-10-28,1631.15
2005-10-31,1650.84
2005-11-01,1663.4
2005-11-02,1664.29
2005-11-03,1704.5
2005-11-04,1695.93
2005-11-07,1713.61
2005-11-08,1686.63
2005-11-09,1689.6
2005-11-10,1707.75
2005-11-11,1718.6
2005-11-14,1747.52
2005-11-15,1737.5
2005-11-16,1720.67
2005-11-17,1736.83
2005-11-18,1755.01
2005-11-21,1752.29
2005-11-22,1736.98
2005-11-23,1731.81
2005-11-24,1753.38
2005-11-25,1740.07
2005-11-28,1728.63
2005-11-29,1711.93
2005-11-30,1686.19
2005-12-01,1688.85
2005-12-02,1702.91
2005-12-05,1695.09
2005-12-06,1710.95
2005-12-07,1738.69
2005-12-08,1734.61
2005-12-09,1749.84
2005-12-12,1769.29
2005-12-13,1753.09
2005-12-14,1756.35
2005-12-15,1776.43
2005-12-19,1798.15
2005-12-20,1787.26
2005-12-21,1801
2005-12-22,1816.19
2005-12-23,1823.72
2005-12-27,1842.65
2005-12-28,1819.1
2005-12-29,1828.6
2005-12-30,1821.87
2006-01-03,1847.96
2006-01-04,1853.97
2006-01-05,1836.78
2006-01-06,1853.92
2006-01-09,1869.81
2006-01-10,1861.63
2006-01-11,1873.81
2006-01-12,1872.08
2006-01-13,1871.14
2006-01-16,1847.3
2006-01-17,1840.47
2006-01-18,1844.82
2006-01-19,1887.8
2006-01-20,1902.9
2006-01-23,1894.7
2006-01-24,1916.77
2006-01-25,1941.51
2006-01-26,1956.81
2006-01-27,1987.48
2006-01-30,1974.53
2006-01-31,1990.17
2006-02-01,2019.98
2006-02-02,2023.59
2006-02-03,1966.07
2006-02-06,1992.59
2006-02-07,1978.95
2006-02-08,1935.35
2006-02-09,1962.4
2006-02-10,1954.89
2006-02-13,1912.19
2006-02-14,1890.05
2006-02-15,1888.43
2006-02-16,1881.45
2006-02-17,1954.45
2006-02-20,1954.57
2006-02-21,1967.66
2006-02-22,1984.39
2006-02-23,1981.95
2006-02-24,1966.48
2006-02-27,1983.78
2006-02-28,1926.04
2006-03-02,1956.9
2006-03-03,1947.65
2006-03-06,1959.65
2006-03-07,1884.42
2006-03-08,1875.76
2006-03-09,1903.92
2006-03-10,1897.25
2006-03-13,1918.79
2006-03-14,1953.68
2006-03-15,1994.51
2006-03-16,1988.34
2006-03-17,2008.98
2006-03-20,2041.19
2006-03-22,2026.29
2006-03-23,2043.35
2006-03-24,2059.64
2006-03-27,2072.1
2006-03-28,2047.93
2006-03-29,2060.86
2006-03-30,2096.38
2006-03-31,2063.3
2006-04-03,2101.8
2006-04-04,2095.29
2006-04-05,2099.12
2006-04-06,2093.63
2006-04-07,2092.01
2006-04-10,2104.8
2006-04-11,2118.97
2006-04-12,2104.5
2006-04-13,2101.69
2006-04-18,2130.16
2006-04-19,2145.79
2006-04-20,2134.08
2006-04-21,2139.7
2006-04-24,2141.49
2006-04-25,2139.87
2006-04-26,2172.76
2006-04-28,2150.53
2006-05-02,2176.85
2006-05-03,2173.65
2006-05-04,2190.2
2006-05-05,2220.41
2006-05-08,2213.77
2006-05-09,2229.71
2006-05-10,2240.95
2006-05-11,2248.08
2006-05-12,2216.27
2006-05-15,2134.18
2006-05-16,2117.78
2006-05-17,2101.46
2006-05-18,2073.04
2006-05-19,2055.38
2006-05-22,1998.86
2006-05-23,2075.5
2006-05-24,2036.8
2006-05-25,2038.03
2006-05-26,2106.19
2006-05-29,2119.95
2006-05-30,2083.79
2006-05-31,2093.11
2006-06-01,2072.02
2006-06-02,2124.6
2006-06-05,2123.67
2006-06-06,2037.25
2006-06-07,2004.98
2006-06-08,1875.04
2006-06-09,1968.02
2006-06-12,1949.21
2006-06-13,1871.81
2006-06-14,1909.87
2006-06-15,2006.13
2006-06-19,2025.96
2006-06-20,2065.84
2006-06-21,2105.99
2006-06-22,2108.02
2006-06-23,2087.97
2006-06-26,2069.24
2006-06-27,2060.96
2006-06-28,2059.12
2006-06-29,2115.4
2006-06-30,2163.69
2006-07-03,2183.27
2006-07-04,2179.97
2006-07-05,2135.88
2006-07-06,2167.29
2006-07-07,2178.97
2006-07-10,2178.41
2006-07-11,2170.39
2006-07-12,2203.42
2006-07-13,2139.36
2006-07-14,2110
2006-07-17,2068.5
2006-07-18,2065.84
2006-07-19,2122.28
2006-07-20,2094.24
2006-07-21,2059.42
2006-07-24,2078.35
2006-07-25,2083.88
2006-07-26,2098.26
2006-07-27,2126.18
2006-07-28,2116.48
2006-07-31,2132.12
2006-08-01,2104.7
2006-08-02,2121.14
2006-08-03,2113.48
2006-08-04,2144.03
2006-08-07,2111.54
2006-08-08,2122.78
2006-08-10,2096.91
2006-08-11,2113.3
2006-08-14,2122.16
2006-08-15,2140.52
2006-08-16,2153.83
2006-08-17,2184.96
2006-08-18,2174.14
2006-08-21,2224.87
2006-08-22,2251.1
2006-08-23,2217
2006-08-24,2217.78
2006-08-25,2228.32
2006-08-28,2247.3
2006-08-29,2219.13
2006-08-30,2258.16
2006-08-31,2248.17
2006-09-01,2274.67
2006-09-04,2305.14
2006-09-05,2300.82
2006-09-06,2294.39
2006-09-07,2244.06
2006-09-08,2227
2006-09-11,2161.46
2006-09-12,2182.74
2006-09-13,2188.54
2006-09-14,2204.25
2006-09-15,2194.96
2006-09-18,2202.33
2006-09-19,2212.5
2006-09-20,2223.82
2006-09-21,2250.45
2006-09-22,2263.14
2006-09-26,2278.94
2006-09-27,2287.89
2006-09-28,2312.73
2006-09-29,2300.73
2006-10-02,2319.37
2006-10-03,2290.71
2006-10-04,2300.28
2006-10-05,2311.38
2006-10-06,2315.13
2006-10-09,2344.53
2006-10-10,2347.23
2006-10-11,2334.86
2006-10-12,2342.28
2006-10-13,2351.42
2006-10-16,2385.58
2006-10-17,2387.02
2006-10-18,2392.6
2006-10-19,2397.31
2006-10-20,2405.84
2006-10-23,2419.5
2006-10-24,2425.99
2006-10-25,2421.53
2006-10-26,2392.99
2006-10-27,2377.48
2006-10-30,2391.68
2006-10-31,2405.93
2006-11-01,2432.97
2006-11-02,2425.46
2006-11-03,2431.95
2006-11-06,2469.1
2006-11-07,2476.49
2006-11-08,2469.28
2006-11-09,2441.65
2006-11-10,2455.52
2006-11-13,2429.57
2006-11-14,2440.65
2006-11-15,2439.1
2006-11-16,2416.1
2006-11-17,2390.59
2006-11-20,2433.75
2006-11-21,2453.19
2006-11-22,2464.23
2006-11-23,2460.01
2006-11-24,2473.69
2006-11-27,2455.82
2006-11-28,2430.52
2006-11-29,2443.65
2006-11-30,2470.29
2006-12-01,2482.76
2006-12-04,2483.51
2006-12-05,2495.71
2006-12-06,2470.43
2006-12-07,2461.16
2006-12-08,2451.26
2006-12-11,2446.46
2006-12-12,2431.15
2006-12-13,2447.25
2006-12-14,2473.55
2006-12-15,2492.45
2006-12-18,2491.29
2006-12-19,2489.33
2006-12-20,2523.26
2006-12-21,2562.5
2006-12-22,2542.51
2006-12-27,2573.58
2006-12-28,2579.1
2006-12-29,2573
2007-01-02,2597.94
2007-01-03,2540.55
2007-01-04,2499.24
2007-01-05,2505.45
2007-01-08,2522.99
2007-01-09,2542.75
2007-01-10,2535.72
2007-01-11,2550.38
2007-01-12,2574.3
2007-01-15,2604.15
2007-01-16,2600.09
2007-01-17,2582
2007-01-18,2607.95
2007-01-19,2575.85
2007-01-22,2598.61
2007-01-23,2594.88
2007-01-24,2630.09
2007-01-25,2643.33
2007-01-26,2623.16
2007-01-29,2619.5
2007-01-30,2633.91
2007-01-31,2630.44
2007-02-01,2665.04
2007-02-02,2654.37
2007-02-05,2646.72
2007-02-06,2680.69
2007-02-07,2678.84
2007-02-08,2645.86
2007-02-09,2653.09
2007-02-12,2669.43
2007-02-13,2690.4
2007-02-14,2720.18
2007-02-15,2741.85
2007-02-16,2740.82
2007-02-19,2752.78
2007-02-20,2741.57
2007-02-21,2720.01
2007-02-22,2760.48
2007-02-23,2770.27
2007-02-26,2787.52
2007-02-27,2699.15
2007-02-28,2669.93
2007-03-01,2622.38
2007-03-02,2645.62
2007-03-05,2580.15
2007-03-06,2612.11
2007-03-07,2617.52
2007-03-08,2652.33
2007-03-09,2684.11
2007-03-12,2704.29
2007-03-13,2687.75
2007-03-14,2625.06
2007-03-15,2667.92
2007-03-16,2688.79
2007-03-19,2722.34
2007-03-20,2743.09
2007-03-22,2773.68
2007-03-23,2800.6
