Date,JALSH,MSCIWORLD,SA10YR,GSCI,JASPY,TBILLS,SACPI,USDZAR
34638,128.0375577,58.41897735,11.88981518,89.78994081,1.164829723,11.88696042,17.125,4.924135993
34668,128.9917528,56.72663127,12.04001855,88.17773211,1.12825407,12.00365074,17.1875,4.990868221
34699,131.7097466,57.02896412,12.28988202,90.79091384,1.155557818,12.12558783,17.1875,4.970497331
34730,113.7398531,56.10842644,12.3336687,88.45472988,1.135913335,12.2515929,17.4375,4.962067997
34758,116.0476094,57.93036881,12.62562793,90.76347941,1.099223335,12.38125559,17.5625,5.054790672
34789,119.3333119,60.37949163,12.86249491,91.50096124,1.128462675,12.51425091,17.75,5.027395336
34819,124.0237103,63.15932753,12.97999867,95.34376188,1.122933208,12.64992624,17.9375,5.082888452
34850,124.1076213,64.7590272,13.0814873,96.13263128,1.110580943,12.78654545,18,5.177016016
34880,123.2110051,63.98569014,13.37185408,93.33960622,1.095254926,12.93273828,18,5.109581343
34911,123.8762553,66.86799816,13.66100328,95.34266132,1.093283467,13.08157255,18.0625,5.087524586
34942,126.5355623,65.99574496,14.29297162,98.3049888,1.110557346,13.23397287,18.125,5.13557179
34972,129.3966926,67.82009897,14.81870839,98.59864208,1.186963691,13.38693554,18.125,5.129249789
35003,132.6806091,66.67007981,15.26487829,99.49009939,1.247617536,13.54300489,18.1875,5.1240517
35033,137.1370783,69.3845857,16.06241338,102.7894761,1.28629368,13.69908803,18.3125,5.153835347
35064,143.2933211,70.93737864,16.11306946,112.5701411,1.273430743,13.85468683,18.375,5.1215229
35095,158.3263282,72.29110803,16.98841428,112.5207597,1.284382247,14.01563211,18.625,5.127142456
35124,154.7808586,77.2032691,16.88716146,124.2523878,1.25522677,14.17938141,18.6875,5.443944928
35155,156.0760618,80.58820502,16.27732065,135.897887,1.186565866,14.34386224,18.8125,5.591458275
35185,161.61403,89.72585502,15.88472574,156.396674,1.169953944,14.51288075,18.9375,6.08316943
35216,158.2621905,90.41172055,15.51965794,156.2439215,1.097182808,14.68582591,19.0625,6.11126721
35246,159.950839,90.01725923,16.30897146,160.8167387,1.17683828,14.88004596,19.25,6.069120539
35277,153.9477074,90.81314042,16.84234974,160.2565524,1.186135303,15.07596656,19.375,6.350800787
35308,156.178922,91.22226155,16.69995261,164.3082466,1.13631762,15.26466741,19.4375,6.306546783
35338,160.8825874,95.65132088,17.25467975,171.7085825,1.19370166,15.46666984,19.625,6.377493678
35369,163.4717247,99.83963234,17.15161783,177.5790613,1.197163395,15.66361211,19.875,6.59595392
35399,157.6757463,103.3498071,17.05910293,188.5887246,1.156938705,15.85966832,19.9375,6.480050576
35430,156.6810287,103.287242,17.28023413,193.4262556,1.147798889,16.06135043,20.125,6.572492273
35461,157.4511617,102.0101468,17.82875806,186.0194877,1.17764166,16.27456486,20.375,6.406293903
35489,168.7983551,101.232348,18.78028777,169.9521779,1.268437832,16.49467835,20.5,6.293902782
35520,167.9542743,97.86681487,18.89128674,170.4773214,1.279219553,16.71172083,20.625,6.209609441
35550,169.1308534,101.7033561,19.05306188,175.5538587,1.259135806,16.93189775,20.8125,6.248243889
35581,166.9036992,108.4599051,19.44937556,177.6243669,1.221739473,17.1544111,20.875,6.276341669
35611,176.6891097,115.5577628,20.05392279,170.5339534,1.242142522,17.37856208,20.9375,6.371874122
35642,178.5674658,122.9130144,20.83667059,180.5344179,1.304994934,17.60245588,21.125,6.478645687
35673,174.6935919,116.6353658,21.05007003,188.2705327,1.309301417,17.82366008,21.125,6.593144142
35703,170.6590659,122.0349353,21.36574674,191.592402,1.310610719,18.04333669,21.3125,6.539055915
35734,158.250886,119.5269603,21.76449524,203.5645114,1.295800817,18.26466829,21.375,6.76594549
35764,152.2927082,122.7205107,21.50995563,185.1518411,1.270791862,18.4862796,21.3125,6.817223939
35795,149.6606598,124.4001283,22.17720656,172.9244774,1.343862394,18.71042574,21.375,6.836892386
35826,158.3800151,129.737748,23.07005181,172.6546252,1.405411291,18.93884885,21.5625,6.930317505
35854,171.8481705,138.7591751,23.48073466,161.5723346,1.458395297,19.16658851,21.625,6.949283507
35885,183.8763256,147.1541945,23.9484193,163.5755545,1.503022193,19.39051815,21.75,7.07291374
35915,200.1170443,149.1602141,24.75650933,159.7472386,1.442300096,19.60413702,21.875,7.099606631
35946,185.772551,150.1961994,24.29935727,155.236538,1.385185013,19.8148815,21.9375,7.243607755
35976,165.2545625,177.5559811,23.13774208,172.9300361,1.261349473,20.02987296,22.0625,8.380584434
36007,171.6574139,182.3197035,21.94747404,163.8984787,1.181632186,20.2976056,22.5625,8.605366676
36038,120.8817533,166.3616629,21.13466705,162.4086697,1.045389995,20.61881521,22.8125,9.061955606
36068,125.5233888,154.8417094,20.1440286,163.7443689,1.107904317,20.95799472,23.1875,8.323967407
36099,143.8093069,159.9434621,22.18727581,147.8636385,1.170168539,21.33558792,23.3125,7.860775499
36129,139.0552765,172.5275855,22.99182853,132.246692,1.240963736,21.68140224,23.3125,7.996628266
36160,134.7334287,186.9691322,22.9533609,134.3085984,1.374987819,22.002287,23.3125,8.243186288
36191,144.2357051,196.647716,23.79724153,138.8574294,1.34776306,22.31765311,23.4375,8.516858668
36219,147.4531349,195.6556178,25.34223332,135.4142429,1.397091188,22.62266103,23.4375,8.699775218
36250,159.4592889,202.8681757,26.10270611,157.5861076,1.584999953,22.91562449,23.4375,8.651025569
36280,176.8238247,207.9529781,26.3642007,161.8539722,1.70435045,23.19481319,23.5,8.529502669
36311,162.813455,204.3896534,25.93530628,157.2132847,1.748663561,23.46058709,23.5,8.738409666
36341,177.1760903,208.1688973,26.54009834,161.7195255,1.736597783,23.7249097,23.625,8.446895195
36372,178.7431121,212.0098977,26.81537565,171.1485298,1.937695806,23.98706995,23.625,8.668867659
36403,175.1454109,208.9139571,26.72991604,180.8651068,1.837904472,24.22893958,23.5625,8.548749649
36433,173.414838,203.8663076,26.97537026,187.7022062,1.917669526,24.46476792,23.625,8.43987075
36464,181.2937592,219.5639098,27.8008294,182.2798638,2.005307024,24.69249414,23.6875,8.635150323
36494,191.756798,226.9541148,29.16636733,190.6991005,2.020146295,24.9139035,23.75,8.675892105
36525,217.2234619,244.4025027,30.03921746,198.0298339,2.181757999,25.13626009,23.8125,8.646810902
36556,215.8759413,236.3298406,31.15075442,217.8342936,2.229538499,25.36039174,24.125,8.859230121
36585,203.9505504,237.7644197,31.48338704,232.2500146,2.222403976,25.57510973,24,8.898567013
36616,203.4793061,262.2202626,31.13429782,236.8259834,2.231515832,25.78354687,24.25,9.166900815
36646,190.8244108,260.4378452,30.9235264,243.3926908,2.189563335,25.99518682,24.5625,9.53708907
36677,189.1791248,261.0127307,30.4642888,278.3233309,2.169200396,26.20921385,24.6875,9.789266648
36707,198.4413412,262.32051,31.57171743,289.9259569,2.232757967,26.43242899,24.875,9.546220849
36738,199.5784771,261.6613435,32.6697528,274.7551899,2.306885532,26.6588668,25.0625,9.769317224
36769,219.3677641,270.8002849,33.27278269,317.8660061,2.415078463,26.88613364,25.1875,9.804017983
36799,214.2665598,265.2371416,33.65153222,324.3588038,2.486323278,27.11354552,25.25,10.16437201
36830,210.5272948,272.7810816,33.69386119,340.0754123,2.621330632,27.34310687,25.375,10.60691205
36860,203.0403989,262.7818197,34.78841258,380.977929,2.660650591,27.57529542,25.4375,10.88002248
36891,217.0586135,261.1574545,36.01658452,364.961582,2.750580581,27.81014502,25.4375,10.64737286
36922,236.9369025,273.2038994,36.97846301,354.7021631,2.851801947,28.04653125,25.8125,10.86681652
36950,235.8771608,246.7167886,38.54116019,345.0410044,2.893723435,28.28375816,25.875,10.77732509
36981,214.1247358,241.287642,37.87495272,347.077933,2.881280425,28.52228453,26,11.25667322
37011,236.1027368,259.235372,38.49946299,365.9443111,2.93055032,28.76401089,26.1875,11.28547345
37042,247.4705942,255.2840676,39.29234149,354.7241073,3.096126413,29.01186078,26.25,11.240517
37072,243.6257739,248.2675484,41.43437697,330.4173202,3.237000165,29.26281338,26.375,11.30233212
37103,226.6618045,251.3390836,42.35803303,339.8482072,3.374572672,29.5064263,26.375,11.60087103
37134,238.5989365,244.2949722,42.38109284,350.3498298,3.394820108,29.7407565,26.3125,11.85585839
37164,216.4446615,238.1527807,43.03592835,333.5578481,3.360532425,29.97298224,26.375,12.68123068
37195,228.1560816,253.9897631,43.92515263,331.4715128,3.35381136,30.2037742,26.375,13.26496207
37225,252.7007239,292.4353095,44.68296758,341.0244875,3.388020236,30.42703043,26.5,14.40783928
37256,280.0922996,343.6814251,42.44079565,393.0415177,3.145099185,30.64914776,26.625,16.80387749
37287,277.3424358,317.3861044,41.71077883,362.66946,3.114277213,30.88412456,27.125,16.03680809
37315,291.4010578,312.9437544,41.34561248,376.5244823,2.985968992,31.12707967,27.375,15.96656364
37346,295.7688318,326.6080272,40.50661437,426.7372316,3.038820643,31.37168664,27.6875,15.91739253
37376,298.6995237,295.079733,43.03055825,403.8971654,3.197750962,31.63102591,28.0625,14.98314133
37407,304.596437,273.0752812,44.017076,356.9192095,3.342609081,31.91043331,28.25,13.81427367
37437,290.1047012,271.1678025,44.12763674,390.2858858,3.286787509,32.20720034,28.4375,14.4633324
37468,251.99207,243.7383463,45.99674513,385.3505966,3.391636031,32.51424231,28.9375,14.34391683
37499,264.8567483,252.2966468,45.69444046,422.2842437,3.427587373,32.82231476,29,14.83562799
37529,260.772387,225.1269639,45.75761803,442.7643963,3.410106677,33.13494731,29.375,14.80753021
37560,259.2070684,228.8028249,46.56502736,399.3360441,3.497405408,33.46933415,29.75,14.05591458
37590,264.7871113,223.6581838,48.81951892,369.6365714,3.733130533,33.82104107,29.9375,13.00927227
37621,257.2511771,197.0546736,49.21469461,371.5018333,3.838404814,34.1640428,29.9375,12.04017983
37652,244.4682467,189.5394854,50.54995254,401.7037805,3.93897102,34.51337013,30.25,11.96291093
37680,233.9409494,176.9283063,51.0888572,427.9223743,4.159947294,34.86828262,30.1875,11.35150323
37711,215.3842036,172.2001856,51.56268897,357.646875,4.362536727,35.2352713,30.5,11.04959258
37741,211.8054675,173.6910674,52.28070205,311.0400311,4.278339768,35.6090588,30.5625,10.18263557
37772,241.5979913,202.7758998,53.75210763,376.5035961,4.40326729,35.98710831,30.5,11.3557179
37802,236.241998,191.0404266,55.03808705,349.4877846,4.673627901,36.36347348,30.4375,10.49508289
37833,249.6667999,191.6422727,55.08831322,346.0977292,4.66007438,36.70316893,30.4375,10.35613936
37864,262.4890904,195.3601107,55.03555995,359.5064325,4.561746811,37.03625019,30.5,10.36386625
37894,254.9804055,185.76412,56.5129674,325.9252177,4.585924069,37.35260149,30.4375,9.737145266
37925,279.9165058,195.4849945,57.55824029,330.892089,5.176591089,37.64581941,30.25,9.688114639
37955,279.2837174,183.6631612,58.04502346,314.0896668,5.149155156,37.90369328,30,8.980893509
37986,298.627664,204.684746,58.10756925,349.9701192,5.411762069,38.14659278,30,9.390699635
38017,312.4823987,219.2847337,57.50738234,370.4579476,5.167150424,38.37896911,30.25,9.934391683
38046,313.9780803,209.0475692,58.05892252,373.1214935,5.260675846,38.62203591,30.4375,9.318347851
38077,309.606088,198.0014517,57.9268814,362.9159799,5.353789809,38.86374549,30.625,8.840264119
38107,302.2851202,214.202327,57.45589262,411.8743346,5.519757293,39.11376892,30.6875,9.820314695
38138,303.2115951,202.1586408,57.53897113,404.1553532,5.497678264,39.36703057,30.6875,9.152851925
38168,294.9823186,197.2080533,58.18243467,367.1446861,5.557053189,39.61996374,30.75,8.620679966
38199,301.3313961,192.5543956,59.3328982,399.3102339,5.703203688,39.878484,30.875,8.805141894
38230,327.6874856,204.5866262,61.41270378,406.0033599,6.000910921,40.14068504,30.875,9.316240517
38260,346.407727,202.5434724,62.19926452,444.2462958,6.205541983,40.38955728,30.875,9.06645125
38291,344.2822847,196.6164393,63.55063272,438.4076534,6.374953279,40.62920199,31,8.569822984
38321,369.2698558,196.4089784,64.97970934,395.95991,7.230472009,40.87568582,31.125,8.152992414
38352,374.6016276,198.6443982,66.96822333,347.2115253,7.644055008,41.12264308,31.0625,7.958696263
38383,379.6760453,204.2021634,67.94115789,389.8365659,7.587489001,41.37177776,31.1875,8.408260747
38411,400.3885103,205.3642655,69.29157843,403.6776431,8.087504526,41.62311131,31.25,8.172941838
38442,396.8884943,216.4681736,66.74647006,466.7291345,8.051919506,41.87389056,31.5,8.765805001
38472,376.3667741,206.1319294,68.12342518,413.2208975,8.28461998,42.1251339,31.6875,8.54987356
38503,413.407601,233.6908211,68.04318967,456.9153595,8.709620985,42.36910864,31.6875,9.570103962
38533,425.6364632,232.5776955,69.87028497,476.9647744,8.993554629,42.60743487,31.625,9.341809497
38564,456.1586617,237.1868463,70.5712401,495.8271158,9.356894236,42.84745675,31.9375,9.245715089
38595,465.5263516,231.7163849,70.58292795,553.5737841,9.949185641,43.08775957,32,8.943523462
38625,511.9802839,236.7472447,70.63726066,551.3730321,10.29840206,43.32905103,32.1875,8.949283507
38656,499.8240864,243.9309867,71.08234663,522.1133484,10.52805642,43.57241587,32.1875,9.416268615
38686,510.5269901,243.1081124,72.76697651,484.1967585,10.3564491,43.81896312,32.1875,9.079095251
38717,551.6067628,243.4126502,74.19858023,487.9008341,11.46769609,44.070557,32.1875,8.89126159
38748,602.5628783,243.5849169,74.91248676,487.6328653,12.20965603,44.32102466,32.375,8.510677157
38776,583.146267,246.9242,75.49529984,445.0324416,13.02892395,44.56996109,32.4375,8.66114077
38807,624.7044156,251.8296673,75.32250919,466.8927646,13.97612672,44.8180672,32.5625,8.677296994
38837,651.1150036,254.0247354,76.19593908,486.0342197,13.86571532,45.06195218,32.75,8.436358528
38868,633.729976,273.3486411,75.34335779,537.3368342,13.15301755,45.3116705,32.9375,9.464456308
38898,655.0994509,291.8230826,72.62419521,580.4917674,11.32080221,45.56843664,33.1875,10.07867378
38929,645.5410162,283.8275165,73.12140268,572.3363036,11.13966937,45.83842962,33.5,9.760466423
38960,680.6774226,303.1589015,73.15014847,552.6074554,12.55440738,46.1165161,33.75,10.11421748
38990,696.5909902,330.2763538,74.14424752,531.2468499,12.36609127,46.4120461,33.875,10.93537511
39021,728.4423471,325.8636892,76.44738581,492.6075507,13.59157092,46.71179057,33.9375,10.35543692
39051,747.9285954,323.2132528,77.10158954,503.2866882,14.30512839,47.03176633,33.875,10.05029503
39082,779.026056,322.2492911,78.26216148,456.7822494,14.72140762,47.35432586,34.0625,9.84265243
39113,796.4171391,337.1398666,78.80138203,461.4981781,15.96978299,47.68541153,34.3125,10.13838157
39141,808.3735087,336.5923122,79.87919136,483.0608234,16.50796468,48.03113076,34.3125,10.16085979
39172,859.8988309,344.9185686,79.53171473,501.8340999,17.03621955,48.37775542,34.5625,10.20483282
39202,889.8124626,346.2661003,80.74946238,481.1826968,18.36334105,48.71156193,35.0625,9.946614217
39233,905.3748176,361.4895328,79.85834277,481.0607123,17.69124277,49.04767171,35.25,9.999297555
39263,896.7731346,355.3584892,78.21635774,491.9288929,17.09150964,49.39509272,35.5625,9.894633324
39294,905.3627068,348.4337745,78.48075587,520.6237106,17.32908162,49.76637916,35.875,10.02922169
39325,911.4514025,352.207955,78.99154652,504.6123225,17.4313232,50.14087117,36.0625,10.04144423
39355,956.9697768,354.4002698,80.8398063,534.2677033,18.70903919,50.52235963,36.3125,9.651306547
39386,1002.845419,347.090686,82.13494647,556.4495322,19.56591319,50.91432894,36.625,9.129811745
39416,970.8487331,346.6413739,80.86128668,557.9901474,18.96132647,51.32885643,36.8125,9.558583872
39447,928.5548544,345.0101992,81.55529227,595.0598331,18.62571099,51.76600719,37.0625,9.641050857
39478,876.4724362,347.2282243,81.12378948,648.2737296,16.54149393,52.21809699,37.5,10.5113796
39507,985.6148041,358.1416786,80.44715771,748.2589514,17.27924456,52.67369988,37.625,11.00028098
39538,955.6497016,371.7746236,80.02418389,775.0508742,16.58807478,53.1266937,38.25,11.36625457
39568,995.7212517,364.1055748,79.4312624,778.5972842,15.54468488,53.57738515,38.9375,10.62306828
39599,1032.804466,371.3386563,77.44590729,853.3411205,14.6011225,54.03591827,39.375,10.69120539
39629,987.7705233,351.6325457,76.1071746,959.1457346,13.32936473,54.51323555,39.875,10.98538915
39660,901.6658906,322.1808515,82.58161189,790.5815985,15.75397618,55.03201984,40.6875,10.30626581
39691,904.4816474,333.09149,83.64046795,770.1249567,16.95915536,55.55390683,41,10.82396741
39721,784.7332621,317.5367195,85.67604922,729.5913218,16.40459098,56.0793542,41.0625,11.64161281
39752,693.3392453,301.2690395,85.28750717,613.3011943,15.32516889,56.60042487,41.0625,13.73981455
39782,702.1437838,291.3145177,89.21557254,539.9739896,16.96496196,57.1159604,41.125,14.11913459
39813,712.8073274,280.6101826,95.39781357,436.8420706,17.79285211,57.63238388,40.625,13.38156786
39844,682.5152338,277.4900999,93.1306865,431.1340099,17.59001359,58.14963452,40.8125,14.32930598
39872,615.1278147,246.3372572,90.4639613,400.3702465,17.10101121,58.66619711,41.25,14.21255971
39903,682.9088342,249.8946445,90.49681364,394.6858611,17.54563751,59.11694906,41.8125,13.35009834
39933,693.6934856,247.6775827,91.36203045,348.4962346,18.25623582,59.54160581,42,11.98005058
39964,765.3620662,254.287214,90.97222485,392.5928691,17.7122,59.95244289,42.125,11.15285192
39994,741.9791737,245.5469076,90.76057999,382.9848892,17.39160918,60.33613852,42.375,10.83731385
40025,816.9206931,267.6439161,91.93347156,386.5626384,18.75511134,60.69966376,42.8125,10.90334364
40056,843.0618162,278.7213098,93.37455192,377.4716086,19.11333396,61.07347252,42.875,10.92596235
40086,845.1569815,279.6096446,93.4478379,364.7878935,19.50515731,61.43787757,43.125,10.55043552
40117,896.0071276,287.2416142,93.24535379,403.9382851,19.90501303,61.7931933,43.125,10.97920764
40147,915.0997756,282.5150862,93.33790893,387.5131966,19.98065208,62.15107888,43.125,10.40264119
40178,941.8524931,285.9801113,94.45457246,388.6808974,20.29434832,62.51414476,43.1875,10.39336892
40209,908.850612,281.0774713,94.70854629,367.0246811,20.24361245,62.88245727,43.3125,10.71410509
40237,912.241631,288.9727295,96.61903598,392.7773754,21.40762017,63.25503583,43.625,10.8392807
40268,984.0343471,290.6305475,98.6536696,379.1909141,22.2960364,63.62824054,43.9375,10.23461647
40298,983.4469741,295.6247961,99.89826771,396.354649,22.70851308,63.9967541,44,10.38072492
40329,933.1751178,277.1444176,99.48161164,354.3177464,22.20438409,64.34820294,44.125,10.77549874
40359,903.6096711,267.4290624,99.75453874,357.944253,22.43975056,64.70104558,44.125,10.77690362
40390,976.3106958,275.6827986,103.8670826,360.530617,23.9387259,65.05366628,44.4375,10.25175611
40421,941.3922834,268.469915,106.969733,344.5687779,24.63773669,65.40495608,44.4375,10.35965159
40451,1023.706241,277.5474541,107.7796695,353.4916879,25.5074488,65.7548726,44.4375,9.782242203
40482,1060.050698,287.6292597,108.9026508,362.2020564,25.85945159,66.08803062,44.5625,9.832818207
40512,1055.263912,286.1032661,106.7343966,372.2172792,25.73274028,66.41681857,44.625,9.979207643
40543,1120.650024,285.2724251,108.5845517,378.218666,26.30658039,66.72953109,44.6875,9.313149761
40574,1096.516263,317.9310399,106.2649872,424.7882525,25.20433467,67.04037949,44.9375,10.09483001
40602,1127.271594,319.0057865,106.3603854,427.2294278,24.90188265,67.34988257,45.1875,9.79025007
40633,1133.160462,307.2364822,106.8806527,433.6503686,25.73609572,67.66025328,45.75,9.517139646
40663,1158.565855,311.2847513,109.2965629,440.05246,26.69090487,67.97036278,45.9375,9.228153976
40694,1149.612959,315.7939656,110.8668414,424.4783145,26.71759578,68.27962793,46.125,9.556195561
40724,1126.275482,308.2629239,111.0427909,398.6758937,27.03019165,68.58973124,46.3125,9.510115201
40755,1103.846314,299.9243391,112.6674021,404.6799155,27.46267471,68.90181452,46.6875,9.400112391
40786,1100.291799,290.4206569,116.6008376,413.7774196,28.22064454,69.21704032,46.8125,9.82228154
40816,1060.550268,305.6914214,114.1590245,418.6988314,27.62518894,69.53370828,47,11.37496488
40847,1159.707296,330.5812946,117.2995815,450.3391063,28.32963125,69.85182499,47.1875,11.18277606
40877,1178.233765,332.8617291,117.3153759,471.377515,28.06333272,70.17139709,47.375,11.39210452
40908,1149.419187,330.3490429,118.1641665,458.2213007,28.65266271,70.49243123,47.4375,11.36555212
40939,1215.268537,335.6235244,120.6002936,453.1823503,30.01366419,70.81317179,47.6875,10.97330711
40968,1235.884115,335.8458174,120.8119384,458.5759471,30.31680219,71.13596184,47.9375,10.5455184
40999,1218.441562,348.9494067,120.956931,459.3636441,30.95345504,71.46200166,48.5,10.7797134
41029,1252.963346,351.3264413,123.1444543,465.4085424,31.76134022,71.7919179,48.6875,10.92638382
41060,1207.996012,350.5666615,123.1277122,442.3103986,31.93602759,72.12455379,48.6875,11.97386906
41090,1230.37371,354.759984,127.2402561,431.0158794,32.47255285,72.45873089,48.875,11.46979489
41121,1263.663222,362.5900017,132.276456,462.6634775,35.2651924,72.79566399,49,11.6025569
41152,1298.312169,377.7399345,132.3705906,499.9930288,37.25767577,73.12142458,49.125,11.80106772
41182,1319.666506,383.2910013,133.6076074,486.7557197,36.03934977,73.42914391,49.5625,11.68109019
41213,1375.318577,397.5539876,132.8039887,487.6381173,34.5689443,73.73142722,49.875,12.18544535
41243,1411.566148,413.4998809,133.9775121,508.1789021,36.89889114,74.03495493,50,12.51587525
41274,1456.097493,401.7114268,137.0634204,481.436871,37.03172715,74.3391152,50.125,11.90432706
41305,1503.090355,445.0364998,137.1540803,529.618926,37.39834125,74.64824202,50.25,12.58204552
41333,1474.623962,449.257935,138.0619419,510.3582621,39.13362429,74.96300878,50.75,12.67856139
41364,1492.239095,471.7620895,138.3926765,526.7626395,40.41720716,75.27785341,51.375,12.97583591
41394,1455.019634,473.7070757,144.0022129,489.3865546,43.39595533,75.59464771,51.5625,12.59932565
41425,1578.861463,531.3393383,137.320869,540.5527886,38.58334388,75.91718488,51.4375,14.17743748
41455,1488.902574,510.3141698,135.2322186,533.5246298,40.27329435,76.23540441,51.5625,13.88114639
41486,1554.521819,536.1038557,134.3369924,558.6156551,38.58584331,76.56067547,52.125,13.87580781
41517,1594.584286,543.240117,132.5882373,597.8885981,37.24691455,76.88733435,52.25,14.44211857
41547,1675.526698,558.3317513,137.7618485,565.381151,39.74618252,77.21346479,52.5,14.08794605
41578,1736.074553,579.349383,138.2963307,556.4204826,40.95446646,77.53904824,52.625,14.11449845
41608,1716.971637,598.9208419,136.4284859,560.7589317,39.74221426,77.86471224,52.6875,14.2936218
41639,1768.202537,631.4918864,137.9352709,590.1723013,40.1396364,78.19369065,52.8125,14.74093847
41670,1726.483512,642.9796414,133.4626149,613.8005809,37.27768032,78.52862029,53.1875,15.62320877
41698,1810.806059,650.5744059,136.7216298,618.1106706,39.01482023,78.87021979,53.75,15.10972183
41729,1843.996976,639.3837263,139.1669176,607.4483698,40.87192567,79.23565181,54.5,14.7961506
41759,1892.882564,646.457343,139.6157942,612.447782,41.82015435,79.61400204,54.75,14.78280416
41790,1923.139124,662.019029,141.241669,614.0098252,41.2932204,79.99482235,54.8125,14.85290812
41820,1976.337343,677.3417583,142.5857718,630.2467824,42.68480193,80.37746425,55,14.94450688
41851,1994.621894,671.2481158,144.0363288,601.0846325,43.50008165,80.76528552,55.4375,15.04256814
41882,1985.474632,682.6035327,148.1292876,588.2687467,44.78768406,81.17113108,55.625,14.98538915
41912,1934.270771,704.466741,145.7427549,586.4561998,45.76405557,81.57766316,55.625,15.85459399
41943,1953.713983,692.3856795,150.7138819,538.4256651,48.89431698,81.98555148,55.75,15.50927227
41973,1964.323112,709.0273389,154.3279548,481.5055576,50.27802615,82.38864711,55.75,15.54214667
42004,1960.537672,727.5699718,151.933209,433.7448278,50.83611224,82.78960519,55.625,16.25540882
42035,2020.940961,720.8928548,161.7936481,404.883386,54.58781732,83.20631287,55.5625,16.36358528
42063,2103.157207,765.1127529,157.315622,432.1806249,56.31279235,83.62234443,55.875,16.37889857
42094,2075.137731,782.5036885,156.4823099,418.4743049,57.79945006,84.03209392,56.6875,17.044254
42124,2172.63663,785.8436534,155.7156501,456.0368032,57.82256984,84.43824904,57.1875,16.73321158
42155,2086.735803,804.5009812,154.5926688,456.0164391,54.39369145,84.84636724,57.3125,17.07291374
42185,2070.949834,785.5229603,154.2894165,455.3470916,54.19787416,85.25150865,57.5625,17.09581343
42216,2081.769957,833.881209,155.8972856,407.8908897,56.9836449,85.66071589,58.1875,17.81511661
42247,2007.782173,814.9798044,156.1124052,428.1736598,57.10900891,86.09116099,58.1875,18.65678561
42277,2026.92469,820.483238,155.9967903,419.2573736,57.57730279,86.53309561,58.1875,19.4645968
42308,2181.2064,883.0299043,158.0532201,419.0462776,58.77491069,86.98306771,58.3125,19.4189379
42338,2097.045556,921.0281127,156.4020744,399.8799733,58.48103613,87.42958079,58.375,20.29783647
42369,2061.068586,966.9780529,145.9626128,390.4636695,54.90199672,87.89077183,58.5625,21.73152571
42400,1999.522665,933.8726717,152.7131361,380.3514118,53.26591722,88.384425,59,22.32466985
42429,2011.347871,921.5327549,151.5408763,370.5363684,55.2101232,88.88968929,59.8125,22.29769598
42460,2140.859533,914.1124521,155.5245379,361.166475,60.44404288,89.40302725,60.25,20.74641753
42490,2177.181797,900.7099369,158.4408145,385.8512723,61.62270171,89.92752501,60.75,19.99185164
42521,2217.166705,996.6787207,156.0748146,433.9960583,59.48439396,90.46559137,60.875,22.06883956
42551,2150.191724,923.2032746,162.3745659,406.8832258,60.18036137,91.0053694,61.1875,20.68923855
42582,2175.170876,910.3876602,166.0009583,348.1368692,62.14224115,91.55140161,61.6875,19.49803316
42613,2180.774978,964.4884518,163.0688874,375.0383466,59.10348556,92.11215395,61.625,20.69584153
42643,2160.467864,905.0439209,167.9291377,364.5728466,59.74771355,92.67250288,61.75,19.27858949
42674,2106.652408,872.6701729,169.0053676,353.1023963,60.04645212,93.23548834,62.0625,18.92961506
42704,2094.96147,922.5873032,165.914721,377.3373085,58.04090062,93.8065557,62.25,19.80050576
42735,2115.247776,921.9671832,168.5157415,385.6367107,60.50183481,94.39128324,62.5,19.30331554
