Date,JALSH,MSCIWORLD,SA10YR,GSCI,JSAPY,TBILLS,SACPI,USDZAR
29251,20.40065959,150.72028,209.1189295,594.85621,#N/A,1.70924557,4,0.8172
29280,22.58184469,149.05998,210.4578593,582.6494,#N/A,1.715213686,4.1,0.8079
29311,20.81532518,133.38242,212.0795235,502.63999,#N/A,1.721302695,4.1,0.8102
29341,20.82904191,140.28886,211.6812131,514.63967,#N/A,1.727327254,4.1,0.7999
29372,23.0684225,144.15773,211.7240936,534.73875,#N/A,1.733531238,4.2,0.7835
29402,25.28599442,148.40282,213.2684957,554.9642,#N/A,1.740046426,4.3,0.7698
29433,27.40651924,151.6662,210.8161156,576.48153,#N/A,1.746731104,4.3,0.7634
29464,29.25807235,153.42991,209.5332073,581.30647,#N/A,1.753281346,4.3,0.7576
29494,31.33500349,157.22082,207.1830161,610.71368,#N/A,1.759739266,4.4,0.7538
29525,32.25645976,160.91758,200.2272656,626.53286,#N/A,1.766528926,4.6,0.7498
29555,30.28091551,167.89056,197.0472367,618.824,#N/A,1.773550879,4.6,0.751
29586,28.74348484,163.04283,195.8643067,568.71554,#N/A,1.781502299,4.7,0.7457
29617,24.4665152,161.35245,190.4077556,542.93485,#N/A,1.790291043,4.7,0.7602
29645,24.94220448,166.80114,189.7335838,543.47242,#N/A,1.800018291,4.7,0.7837
29676,26.74821414,176.16778,191.5312439,553.42461,#N/A,1.811238405,4.7,0.7994
29706,27.25719302,180.7045,194.2031599,559.73212,#N/A,1.822664301,4.7,0.8197
29737,27.43171045,183.11763,192.4091725,581.7138,#N/A,1.834435674,4.8,0.8473
29767,24.26269602,191.29784,194.7091291,570.15032,#N/A,1.847567176,4.9,0.8868
29798,26.14508335,202.22541,196.926257,641.03897,#N/A,1.861901219,5,0.9537
29829,28.67069357,196.07437,198.1941963,613.29493,#N/A,1.878270433,5.1,0.9434
29859,29.99115183,183.55685,199.0546563,620.10824,#N/A,1.895926175,5.2,0.9551
29890,30.03933092,190.93423,201.3518378,627.84117,#N/A,1.91377948,5.2,0.9641
29920,29.13564568,204.45576,203.2342528,597.67925,#N/A,1.932215556,5.3,0.9611
29951,29.00223048,199.49985,204.4774893,562.69459,#N/A,1.951924155,5.3,0.9583
29982,28.31509079,199.4061,200.2284209,616.55487,#N/A,1.973850769,5.3,0.9723
30010,26.05691822,188.85837,199.706489,607.72054,#N/A,1.997536979,5.4,0.9804
30041,22.60970007,196.37084,201.01899,673.98211,#N/A,2.02307216,5.5,1.0482
30071,23.39139274,205.54109,204.253724,696.8138,#N/A,2.049726135,5.5,1.046
30102,21.51936547,207.0064,207.4217231,721.6953,#N/A,2.076594629,5.6,1.0809
30132,19.94229635,208.60447,206.1970385,738.90022,#N/A,2.104109507,5.6,1.141
30163,23.46260779,207.03571,206.4489374,759.18865,#N/A,2.132374712,5.7,1.1474
30194,27.34115171,222.68879,215.6190689,759.78963,#N/A,2.161570476,5.8,1.1509
30224,30.9003689,224.68919,234.6003353,740.9098,#N/A,2.19076969,5.9,1.1561
30255,32.0127684,243.44451,244.1574687,746.93097,#N/A,2.220509389,5.9,1.1723
30285,35.46520608,242.51628,252.1378737,735.00001,#N/A,2.249579557,6,1.1093
30316,40.04916654,245.31585,261.899967,703.58919,#N/A,2.277286879,6,1.0741
30347,44.04431935,249.03553,275.9879854,704.34223,#N/A,2.304557389,6,1.0678
30375,37.91424431,259.61971,265.1180255,711.09326,#N/A,2.329254563,6.2,1.0905
30406,38.78450697,270.08671,254.8400296,762.90754,#N/A,2.349402615,6.2,1.0961
30436,42.62015148,287.94633,261.237566,766.72819,#N/A,2.369157175,6.3,1.0909
30467,44.28335076,280.68703,259.9872759,758.89459,#N/A,2.391269309,6.3,1.0741
30497,44.72302282,294.84246,250.2354341,782.92705,#N/A,2.413826949,6.3,1.0941
30528,44.95986327,290.8063,250.6491457,814.05411,#N/A,2.439272708,6.4,1.0989
30559,46.3363352,299.5561,251.924395,848.83169,#N/A,2.467364999,6.5,1.1261
30589,43.48813088,299.49341,258.3199566,809.3432,#N/A,2.499050078,6.5,1.1037
30620,38.86755709,314.87894,259.0326744,850.67661,#N/A,2.530204902,6.6,1.1744
30650,43.23922156,327.7737,257.1630716,864.10364,#N/A,2.562169824,6.7,1.1919
30681,45.77464005,340.43446,259.9397404,930.97046,#N/A,2.595776951,6.7,1.2225
30712,45.36006122,356.95965,256.1759361,978.4447,#N/A,2.634172819,6.7,1.2715
30741,50.27315173,330.61186,263.6984135,925.98433,#N/A,2.673136625,6.7,1.1976
30772,51.42390553,357.67384,267.0062329,1003.89158,#N/A,2.712676771,6.8,1.2376
30802,52.07436227,361.6137,260.6187913,1007.36221,#N/A,2.752801782,7,1.256
30833,51.49606088,341.40272,258.4105751,1058.15561,#N/A,2.793520308,7.1,1.2821
30863,50.91791397,364.86531,263.4669561,1096.03611,#N/A,2.834841129,7.1,1.3587
30894,45.99655368,426.05952,257.3112199,1237.63675,#N/A,2.876773154,7.1,1.6447
30925,49.06385521,448.10234,253.4125379,1233.94102,#N/A,2.921722735,7.2,1.5723
30955,48.50454197,474.28667,249.4832405,1300.95174,#N/A,2.974678959,7.3,1.6708
30986,50.10988512,546.38613,254.4902878,1489.93458,#N/A,3.028595016,7.4,1.9048
31016,52.69716515,531.06221,261.197162,1459.39545,#N/A,3.0834883,7.5,1.8587
31047,50.06753326,580.30989,264.0818641,1531.36476,#N/A,3.136806952,7.5,1.99
31078,48.57252457,609.18079,259.8706645,1543.05103,#N/A,3.191047572,7.6,1.9802
31106,48.29337838,630.18927,256.9775599,1572.62547,#N/A,3.248885309,7.9,2.045
31137,53.37845476,602.6198,262.1413968,1516.5734,#N/A,3.307771356,7.9,1.8904
31167,56.39662313,618.32661,275.2377121,1510.29163,#N/A,3.367724712,8.1,1.9455
31198,59.00855529,664.17648,283.1760489,1543.20292,#N/A,3.426491508,8.2,1.9881
31228,58.96880031,666.1719,297.9147076,1476.75451,#N/A,3.482400428,8.3,1.9596
31259,56.36365603,762.37724,303.847291,1619.03129,#N/A,3.531705414,8.3,2.1978
31290,61.30322281,984.89813,295.7083563,2106.16797,#N/A,3.579707176,8.4,2.8169
31320,63.03659549,901.81642,291.2067385,2023.56982,#N/A,3.62892815,8.5,2.5608
31351,64.82457654,958.72599,287.2317288,2189.7591,#N/A,3.67453168,8.6,2.584
31381,69.6021784,1058.5611,283.488891,2330.21387,#N/A,3.718013639,8.7,2.7027
31412,70.92760882,1053.74278,285.7809833,2176.30325,#N/A,3.758230153,8.9,2.5707
31443,75.39350577,950.55008,296.2915112,1759.46333,#N/A,3.798756401,9.1,2.2857
31471,75.38027091,900.16892,306.7584465,1475.57302,#N/A,3.83721881,9.2,1.9861
31502,79.41945622,1069.69268,309.5589426,1594.16562,#N/A,3.875590998,9.4,2.1505
31532,74.0092077,1051.3723,312.9955243,1611.22425,#N/A,3.914314611,9.5,2.0576
31563,77.70531771,1202.77111,321.1990709,1779.61729,#N/A,3.951402742,9.5,2.3613
31593,82.35324275,1311.10329,321.7198607,1936.08058,#N/A,3.987492221,9.7,2.4753
31624,88.85950015,1366.94142,341.6160428,2022.28942,#N/A,4.023446109,9.9,2.5608
31655,102.8645782,1480.34247,372.6749362,2187.50803,#N/A,4.058953021,10,2.551
31685,106.3897937,1242.15207,384.8394632,1863.67251,#N/A,4.09227026,10.2,2.2297
31716,105.5229008,1255.47008,365.4630957,1937.26634,#N/A,4.123201003,10.3,2.2936
31746,111.4675397,1266.15583,372.4331674,1931.69221,#N/A,4.154674771,10.4,2.2198
31777,110.360512,1272.10297,384.4181157,1889.50024,#N/A,4.185073141,10.5,2.1872
31808,119.4976861,1360.76934,391.6339189,1912.6538,#N/A,4.214403529,10.7,2.0942
31836,117.9291561,1395.10418,391.8413959,1784.75907,#N/A,4.245379394,10.8,2.079
31867,122.0691728,1439.26771,405.2524523,1874.38198,#N/A,4.276406042,11,2.0202
31897,132.9972933,1511.11472,405.7798484,1952.75771,#N/A,4.306697252,11.1,2.004
31928,132.3286922,1526.61843,403.4061539,2061.47109,#N/A,4.337561915,11.2,2.0222
31958,132.6523585,1544.16886,407.6161869,2161.43049,#N/A,4.369262264,11.3,2.0471
31989,150.0782558,1594.20509,414.941198,2285.90526,#N/A,4.400684541,11.4,2.0725
32020,154.6372098,1662.25191,428.9295692,2205.34971,#N/A,4.432882883,11.5,2.0408
32050,153.4868627,1661.74955,433.0066279,2260.80443,#N/A,4.46479964,11.8,2.0768
32081,117.5556539,1338.90403,436.4923831,2217.8109,#N/A,4.497057817,11.9,2.0161
32111,111.3568307,1261.44654,440.4837789,2141.78936,#N/A,4.529661487,12,1.9474
32142,105.6723656,1304.29171,442.7809405,2064.22577,#N/A,4.562388291,12.1,1.9305
32173,91.5161521,1378.29014,433.7689391,2186.59836,#N/A,4.596720263,12.2,1.992
32202,88.99028061,1527.92398,431.4459148,2266.32373,#N/A,4.632727905,12.2,2.0877
32233,98.86491235,1601.76025,435.5112391,2423.11633,#N/A,4.670137183,12.4,2.125
32263,101.3468547,1644.04748,445.1020367,2532.89485,#N/A,4.710767376,12.5,2.1545
32294,99.4808582,1674.6789,451.4033171,2726.41605,#N/A,4.752653949,12.7,2.24
32324,104.5703664,1739.0822,464.4079766,2756.73956,#N/A,4.798239822,12.8,2.33
32355,108.3838052,1858.74125,471.5438511,2909.91681,#N/A,4.845702411,12.9,2.445
32386,103.5800775,1759.72027,478.0817312,2896.16946,#N/A,4.894644005,13.1,2.45
32416,111.4900913,1867.55852,485.6443867,2868.82574,#N/A,4.946160133,13.2,2.495
32447,119.0818465,2001.31589,481.807702,3022.76615,#N/A,4.999166483,13.4,2.5075
32477,119.0984213,1897.4725,481.5074738,2929.3985,#N/A,5.05469889,13.5,2.298
32508,121.314566,1985.35177,489.6008462,3260.55643,#N/A,5.116071359,13.6,2.3835
32539,136.3066578,2074.36427,498.0442195,3302.13434,#N/A,5.181216001,13.8,2.404
32567,147.5484402,2128.51736,504.9329487,3557.34457,#N/A,5.246715207,14,2.483
32598,155.8126126,2182.43846,505.2081807,3919.69833,#N/A,5.313960607,14.2,2.563
32628,160.0512245,2230.91798,505.1993977,4041.81655,#N/A,5.384769132,14.4,2.5615
32659,148.5284485,2327.2604,508.6579391,4268.20757,#N/A,5.457284023,14.6,2.74
32689,163.2516613,2333.96187,519.3456622,4481.94369,#N/A,5.534550069,14.7,2.78
32720,166.6994868,2474.68112,528.0075682,4150.74468,#N/A,5.613694135,14.8,2.649
32751,174.0199762,2519.90108,539.2933902,4483.03268,#N/A,5.693969961,15.1,2.765
32781,173.4511393,2515.92765,552.323209,4613.47428,#N/A,5.775298832,15.2,2.6855
32812,169.651739,2389.28882,557.1688706,4501.68525,#N/A,5.857693096,15.3,2.639
32842,180.4355947,2437.92144,565.5427673,4489.37644,#N/A,5.944386953,15.5,2.59
32873,188.3733933,2479.23666,603.3670649,4828.41114,#N/A,6.033552758,15.7,2.5525
32904,202.9327945,2373.02008,622.1849184,4827.99332,#N/A,6.124056049,15.9,2.5635
32932,196.4700061,2265.75052,626.4785277,4801.90308,#N/A,6.21591689,16,2.558
32963,208.05947,2208.97702,633.0512796,5020.47212,#N/A,6.309207443,16.3,2.655
32993,194.2921592,2183.41534,625.847564,4983.72811,#N/A,6.403530094,16.4,2.6635
33024,204.878172,2411.73438,634.0716837,4945.06138,#N/A,6.499583045,16.6,2.6625
33054,198.3375581,2387.10007,627.2891541,4854.80038,#N/A,6.597076791,16.7,2.655
33085,203.7426686,2348.72422,643.6215033,5125.83749,#N/A,6.695922991,16.8,2.5895
33116,194.1453815,2114.19289,657.0659997,5936.94438,#N/A,6.795301649,17.1,2.5725
33146,178.640988,1887.23486,661.2517202,7286.10941,#N/A,6.895362465,17.3,2.568
33177,174.2232955,2042.20401,665.7290687,6777.2119,#N/A,6.995804912,17.5,2.5425
33207,170.5313293,1989.46477,679.0741069,6274.07071,#N/A,7.098526647,17.9,2.5191
33238,178.929389,2065.38579,704.0387228,6256.80482,#N/A,7.202934143,18,2.5625
33269,168.7814619,2123.90137,711.9972614,5626.29375,#N/A,7.307316664,18.2,2.543
33297,185.6601044,2341.6779,736.3785346,5758.36259,#N/A,7.412663813,18.4,2.567
33328,191.1596604,2418.86698,743.7182552,6361.51189,#N/A,7.518479589,18.5,2.733
33358,202.0731049,2465.56269,746.4078092,6581.7767,#N/A,7.624552805,18.8,2.765
33389,208.1228027,2572.63417,749.6378082,6714.01821,#N/A,7.731233006,19.1,2.822
33419,221.459584,2469.47427,748.7016864,6708.34314,#N/A,7.838697145,19.2,2.888
33450,234.4780059,2563.9107,754.5119698,6992.50576,#N/A,7.947720358,19.5,2.8641
33481,225.5351703,2563.80481,751.8662876,7124.85369,#N/A,8.058326133,19.7,2.874
33511,222.6791053,2564.80664,760.5702131,7002.43283,#N/A,8.170269713,20,2.8025
33542,238.7098239,2633.50875,758.0028236,7280.39425,#N/A,8.283019435,20.4,2.8325
33572,240.434837,2490.83826,782.5584881,6911.11385,#N/A,8.396082651,20.6,2.802
33603,234.2111079,2617.01805,799.8788355,6291.26389,#N/A,8.509569701,20.9,2.745
33634,246.0183239,2618.4043,811.3389977,6591.61467,#N/A,8.624094327,21.2,2.7991
33663,246.1176561,2613.70386,814.4652143,6623.9093,#N/A,8.739297853,21.3,2.844
33694,243.5376172,2518.67109,843.5989164,6775.65459,#N/A,8.85480224,21.5,2.877
33724,237.6317575,2550.82748,861.258155,6972.85953,#N/A,8.969102979,21.8,2.8746
33755,257.3648191,2617.25847,885.1732115,7067.79269,#N/A,9.081366251,21.9,2.8375
33785,252.7702614,2469.50694,896.4898512,6864.10255,#N/A,9.19056968,22.1,2.771
33816,237.9959065,2469.01999,939.5822261,6752.08755,#N/A,9.297946169,22.4,2.7643
33847,219.2452097,2510.59654,996.151334,6711.95324,#N/A,9.402315615,22.6,2.745
33877,224.1627986,2550.18932,1018.541004,6962.03862,#N/A,9.501980161,22.7,2.815
33908,211.3079747,2606.20581,1047.907862,7154.60983,#N/A,9.597475061,22.8,2.9579
33938,224.2315817,2709.9297,1023.022731,7217.37949,#N/A,9.694169623,22.9,3.0225
33969,229.5852617,2760.34653,1016.548149,7311.40933,32.5045488,9.791272888,22.9,3.055
34000,242.5110652,2785.06248,1042.268499,7443.66053,32.5045488,9.889511993,23.2,3.073
34028,242.1079001,2919.30298,1070.751855,7712.6967,32.51104971,9.987253336,23.3,3.1475
34059,252.8246088,3117.61956,1076.302575,7949.73519,31.88358645,10.08204902,23.6,3.178
34089,265.7465893,3243.29028,1059.680925,7821.01142,31.97923721,10.17732438,24.1,3.1605
34120,284.8662849,3337.6429,1078.882059,7651.73466,30.70326565,10.27180387,24.2,3.18
34150,291.621833,3475.26185,1105.624827,7783.74279,30.06770805,10.37024199,24.4,3.34
34181,299.3700258,3593.73244,1144.647488,7820.40616,31.58011376,10.47290739,24.5,3.385
34212,289.89936,3750.91768,1181.983568,7870.80963,33.04227303,10.57554188,24.7,3.379
34242,271.6715109,3749.88644,1231.642894,8039.14603,32.76802216,10.67865342,24.8,3.4425
34273,282.8740154,3755.85785,1260.140304,7556.23255,33.14485442,10.7818804,24.9,3.3563
34303,301.4618085,3551.1702,1300.543853,7194.78775,32.60790778,10.88251128,25,3.3645
34334,354.8353436,3763.36296,1340.015667,7133.92798,32.81007681,10.97483125,25.1,3.4
34365,345.5390739,4019.5435,1363.673781,7731.79802,37.57409996,11.06802586,25.4,3.4075
34393,352.8249328,4033.57639,1332.847801,7691.32293,39.25366223,11.16164291,25.5,3.465
34424,360.3334453,3878.82264,1333.080907,7639.23601,39.23011003,11.25614482,25.7,3.483
34454,391.6344823,4043.27357,1329.297415,7928.43519,39.67341027,11.35116545,25.8,3.5226
34485,395.0673326,4170.56913,1306.978893,8280.30447,35.57117965,11.44878547,26,3.625
34515,396.3860993,4183.84412,1274.330993,8536.65317,37.23946797,11.55144291,26.1,3.6475
34546,415.2863342,4300.4048,1247.610897,8760.99109,38.79980168,11.65579095,26.5,3.68
34577,429.4111112,4318.57029,1216.514574,7966.91256,38.88904123,11.76030454,26.9,3.5883
34607,418.5830054,4176.84616,1173.619435,7840.69702,40.39404712,11.86565727,27.3,3.565
34638,422.8878717,4215.18918,1188.981518,7730.21444,39.48922047,11.9728437,27.4,3.505
34668,426.0394277,4093.07888,1204.001855,7591.41583,37.86226458,12.09037712,27.5,3.5525
34699,435.0165331,4114.89354,1228.988202,7816.39042,36.67338948,12.2131952,27.5,3.538
34730,375.664807,4048.47265,1233.36687,7615.26318,37.5608855,12.34011065,27.9,3.532
34758,383.2869626,4179.9339,1262.562793,7814.02853,36.92235045,12.47071016,28.1,3.598
34789,394.13912,4356.64901,1286.249491,7877.51997,35.72975853,12.60466637,28.4,3.5785
34819,409.6307665,4557.22654,1297.999867,8208.35517,36.6801701,12.74132196,28.7,3.618
34850,409.9079113,4672.65199,1308.14873,8276.27068,36.50043727,12.87892824,28.8,3.685
34880,406.9465292,4616.85228,1337.185408,8035.81298,36.09893246,13.02617732,28.8,3.637
34911,409.1437458,4824.82363,1366.100328,8208.26042,35.60076719,13.17608691,28.9,3.6213
34942,417.9270177,4761.88668,1429.297162,8463.29374,35.53668581,13.32958832,29,3.6555
34972,427.3768803,4893.52194,1481.870839,8488.575,36.09816545,13.48365615,29,3.651
35003,438.2231386,4810.54294,1526.487829,8565.32253,38.58171923,13.6408531,29.1,3.6473
35033,452.9421542,5006.40662,1606.241338,8849.37316,40.55324508,13.79806394,29.3,3.6685
35064,473.2752536,5118.44754,1611.306946,9691.41223,41.81039568,13.95478695,29.4,3.6455
35095,522.9269067,5216.12514,1698.841428,9687.16087,41.39229172,14.11689505,29.8,3.6495
35124,511.2167793,5570.55942,1688.716146,10697.16266,41.74826543,14.28182745,29.9,3.875
35155,515.4946313,5814.79761,1627.732065,11699.74943,40.80057981,14.44749664,30.1,3.98
35185,533.7856675,6474.11972,1588.472574,13464.5353,38.56878809,14.61773631,30.3,4.33
35216,522.7150699,6523.60797,1551.965794,13451.3845,38.02882506,14.791931,30.5,4.35
35246,528.2924098,6495.14583,1630.897146,13845.06844,35.66343214,14.98755429,30.8,4.32
