Date,JALSH,MSCIWORLD,SA10YR,GSCI,JSAPY,TBILLS,SACPI,USDZAR
35277,508.4650125,6552.5722,1684.234974,13796.84076,38.25259731,15.18489042,31,4.5205
35308,515.8343624,6582.09211,1669.995261,14145.66007,38.55479283,15.37495463,31.1,4.489
35338,531.3698277,6901.66845,1725.467975,14782.77134,36.93549153,15.57841653,31.4,4.5395
35369,539.9213403,7203.87376,1715.161783,15288.17384,38.80073386,15.7767817,31.8,4.695
35399,520.7781371,7457.14849,1705.910293,16236.02008,38.91325598,15.97425442,31.9,4.6125
35430,517.4927419,7452.63414,1728.023413,16652.49382,37.60577058,16.17739369,32.2,4.6783
35461,520.0363696,7360.48604,1782.875806,16014.8288,37.308685,16.39214859,32.6,4.56
35489,557.514361,7304.36439,1878.028777,14631.55859,38.27871081,16.6138524,32.8,4.48
35520,554.7264952,7061.5262,1889.128674,14676.76935,41.22999941,16.83246301,33,4.42
35550,558.6125503,7338.34972,1905.306188,15113.81967,41.5804544,17.05423071,33.3,4.4475
35581,551.2566112,7825.8648,1944.937556,15292.0743,40.92764127,17.27835172,33.4,4.4675
35611,583.5762797,8338.00682,2005.392279,14681.64493,39.71209032,17.50412219,33.5,4.5355
35642,589.7801938,8868.72095,2083.667059,15542.60702,40.37528223,17.72963363,33.8,4.6115
35673,576.985399,8415.76067,2105.007003,16208.62624,42.41827151,17.95243602,33.8,4.693
35703,563.6599953,8805.36364,2136.574674,16494.61331,42.55825181,18.1736998,34.1,4.6545
35734,522.6777328,8624.40208,2176.449524,17525.31866,42.60081006,18.39663052,34.2,4.816
35764,502.9988109,8854.83095,2150.995563,15940.13119,42.11942091,18.61984297,34.1,4.8525
35795,494.3055697,8976.02284,2217.720656,14887.45042,41.30651608,18.84560856,34.2,4.8665
35826,523.1042261,9361.15585,2307.005181,14864.21825,43.68164076,19.07568203,34.5,4.933
35854,567.5874206,10012.09196,2348.073466,13910.11936,45.68225991,19.30506711,34.6,4.9465
35885,607.3145209,10617.82997,2394.84193,14082.58099,47.4044811,19.53061464,34.8,5.0345
35915,660.9550548,10762.57321,2475.650933,13752.99281,48.85505823,19.74577691,35,5.0535
35946,613.5774546,10837.32416,2429.935727,13364.65663,46.88131387,19.95804402,35.1,5.156
35976,545.8097726,12811.45416,2313.774208,14887.92898,45.02481384,20.17458879,35.3,5.9653
36007,566.9573815,13155.17793,2194.747404,14110.38225,40.99959549,20.4442558,36.1,6.1253
36038,399.2533779,12003.73429,2113.466705,13982.1213,38.40842105,20.76778615,36.5,6.4503
36068,414.5839683,11172.51838,2014.40286,14097.11459,33.9799301,21.10941623,37.1,5.925
36099,474.9794735,11540.63254,2218.727581,12729.90742,36.01192992,21.48973754,37.3,5.5953
36129,459.2776605,12448.63304,2299.182853,11385.40998,38.03580039,21.83805037,37.3,5.692
36160,445.0032784,13490.6549,2295.33609,11562.92406,40.33696631,22.16125352,37.3,5.8675
36191,476.3877996,14189.00779,2379.724153,11954.54297,44.69335867,22.47889815,37.5,6.0623
36219,487.014463,14117.42349,2534.223332,11658.11144,43.80843017,22.78610976,37.5,6.1925
36250,526.6688973,14637.84164,2610.270611,13566.93627,45.41181871,23.08118988,37.5,6.1578
36280,584.0212222,15004.73276,2636.42007,13934.36616,51.51970833,23.36239571,37.6,6.0713
36311,537.7471793,14747.62303,2593.530628,13534.83912,55.39914237,23.63008983,37.6,6.22
36341,585.1846998,15020.31229,2654.009834,13922.79135,56.83952007,23.89632217,37.8,6.0125
36372,590.3603259,15297.45756,2681.537565,14734.55517,56.44732738,24.16037653,37.8,6.1705
36403,578.4776858,15074.07167,2672.991604,15571.07676,62.98392789,24.40399366,37.7,6.085
36433,572.7618762,14709.8613,2697.537026,16159.69775,59.74025561,24.64152587,37.8,6.0075
36464,598.7847112,15842.51315,2780.08294,15692.87631,62.3329827,24.87089741,37.9,6.1465
36494,633.342479,16375.74933,2916.636733,16417.70701,65.18160001,25.09390645,38,6.1755
36525,717.454856,17634.72816,3003.921746,17048.82605,65.66394385,25.31786957,38.1,6.1548
36556,713.0042078,17052.24967,3115.075442,18753.83575,70.91705936,25.54362057,38.6,6.306
36585,673.6165212,17155.76093,3148.338704,19994.91703,72.47014296,25.75988989,38.4,6.334
36616,672.0600758,18920.35883,3113.429782,20388.8723,72.2382385,25.969833,38.8,6.525
36646,630.2629513,18791.74948,3092.35264,20954.21465,72.53441528,26.18300204,39.3,6.7885
36677,624.8288309,18833.23003,3046.42888,23961.47065,71.17076827,26.39857542,39.5,6.968
36707,655.4204716,18927.59212,3157.171743,24960.36637,70.50888012,26.62340329,39.8,6.795
36738,659.1762525,18880.03033,3266.97528,23654.28151,72.57479031,26.85147711,40.1,6.9538
36769,724.5371482,19539.44562,3327.278269,27365.78695,74.98427335,27.08038596,40.3,6.9785
36799,707.6886742,19138.04007,3365.153222,27924.76625,78.50103577,27.30944089,40.4,7.235
36830,695.3384715,19682.36891,3369.386119,29277.84381,80.81681633,27.54066082,40.6,7.55
36860,670.6104344,18960.87767,3478.841258,32799.23187,85.20516945,27.77452693,40.7,7.7444
36891,716.9103877,18843.67249,3601.658452,31420.34916,86.48324699,28.01107332,40.7,7.5788
36922,782.565243,19712.8771,3697.846301,30537.09311,89.40638074,28.24916744,41.3,7.735
36950,779.0650832,17801.71419,3854.116019,29705.34261,92.69653555,28.48810832,41.4,7.6713
36981,707.2202519,17409.9771,3787.495272,29880.70629,94.05917463,28.72835803,41.6,8.0125
37011,779.8101251,18704.98569,3849.946299,31504.95448,93.65472017,28.97183087,41.9,8.033
37042,817.3563662,18419.88149,3929.234149,30538.98234,95.25621589,29.22147147,42,8.001
37072,804.6575308,17913.60841,4143.437697,28446.35732,100.6381921,29.4742372,42.2,8.045
37103,748.6282138,18135.23334,4235.803303,29258.28322,105.2172298,29.71961023,42.2,8.2575
37134,788.0546793,17626.96936,4238.109284,30162.39112,109.6889621,29.95563347,42.1,8.439
37164,714.8826011,17183.78291,4303.592835,28716.73231,110.3470959,30.18953704,42.2,9.0265
37195,753.5635756,18326.49166,4392.515263,28537.11509,109.2325902,30.42199647,42.2,9.442
37225,834.6306604,21100.50892,4468.296758,29359.55179,109.014125,30.64686573,42.4,10.2555
37256,925.1007176,24798.1442,4244.079565,33837.81288,110.1260691,30.87058785,42.6,11.961
37287,916.0183508,22900.8198,4171.077883,31223.01531,102.2300299,31.10726236,43.4,11.415
37315,962.4517634,22580.28448,4134.561248,32415.8248,101.2281756,31.35197282,43.8,11.365
37346,976.8778323,23566.22257,4050.661437,36738.75136,97.05757481,31.59834707,44.3,11.33
37376,986.5574457,21291.31584,4303.055825,34772.39958,98.77549388,31.85956007,44.9,10.665
37407,1006.034021,19703.59672,4401.7076,30727.96354,103.9414522,32.14098619,45.2,9.833
37437,958.1701017,19565.96365,4412.763674,33600.57444,108.65,32.43989736,45.5,10.295
37468,832.2900883,17586.80632,4599.674513,33175.68449,112.12,32.74915772,46.3,10.21
37499,874.7800928,18204.32579,4569.444046,36355.38379,113.31,33.05945598,46.4,10.56
37529,861.2900914,16243.91226,4575.761803,38118.56539,112.73,33.3743473,47,10.54
37560,856.1200909,16509.14199,4656.502736,34379.72257,115.62,33.71115009,47.6,10.005
37590,874.5500928,16137.93324,4881.951892,31822.82933,123.41,34.06539809,47.9,9.26
37621,849.6600902,14218.37159,4921.469461,31983.41385,126.89,34.41087801,47.9,8.5702
37652,807.4400857,13676.11732,5054.995254,34583.56623,130.22,34.76272923,48.4,8.5152
37680,772.670082,12766.16463,5108.88572,36840.78291,137.53,35.12020597,48.3,8.08
37711,711.3800755,12425.00968,5156.268897,30790.60987,144.23,35.48984613,48.8,7.8651
37741,699.5600742,12532.58344,5228.070205,26778.12368,141.44,35.86633425,48.9,7.248
37772,797.9600847,14631.18352,5375.210763,32414.02666,145.57,36.24711517,48.8,8.083
37802,780.2700828,13784.41691,5503.808705,30088.17574,154.51,36.62619958,48.7,7.4704
37833,824.6100875,13827.84278,5508.831322,29796.31838,154.06,36.96834933,48.7,7.3715
37864,866.960092,14096.10134,5503.555995,30950.70328,150.81,37.3038371,48.8,7.377
37894,842.1600894,13403.70791,5651.29674,28059.62229,151.61,37.62247404,48.7,6.9309
37925,924.5200981,14105.11226,5755.824029,28487.23121,171.14,37.91781046,48.4,6.896
37955,922.4300979,13252.11438,5804.502346,27040.67355,170.23,38.17754746,48,6.3926
37986,986.3201047,14768.91527,5810.756925,30129.701,178.91,38.42220191,48,6.6843
38017,1032.08011,15822.36935,5750.738234,31893.54342,170.83,38.65625716,48.4,7.0713
38046,1037.02011,15083.71238,5805.892252,32122.85397,173.92,38.90108012,48.7,6.6328
38077,1022.580109,14286.68585,5792.68814,31244.23875,176.99,39.14453605,49,6.2925
38107,998.400106,15455.65109,5745.589262,35459.17171,182.48,39.3963659,49.1,6.9901
38138,1001.460106,14586.64554,5753.897113,34794.62754,181.75,39.65145736,49.1,6.515
38168,974.2801034,14229.43862,5818.243467,31608.29742,183.72,39.90621798,49.2,6.1362
38199,995.2501056,13893.65651,5933.28982,34377.50051,188.55,40.16660605,49.4,6.2675
38230,1082.300115,14761.83549,6141.270378,34953.72652,198.4,40.43070149,49.4,6.6313
38260,1144.130121,14614.41285,6219.926452,38246.14539,205.17,40.68137183,49.4,6.4535
38291,1137.110121,14186.75104,6355.063272,37743.48376,210.78,40.92274797,49.6,6.1
38321,1219.640129,14171.78181,6497.970934,34089.06372,239.06,41.17101265,49.8,5.8033
38352,1237.250131,14333.0773,6696.822333,29892.20755,252.73,41.41975418,49.7,5.665
38383,1254.010133,14734.09479,6794.115789,33561.8915,250.87,41.67068886,49.9,5.985
38411,1322.42014,14817.94563,6929.157843,34753.50042,267.41,41.92383829,50,5.8175
38442,1310.860139,15619.14201,6674.647006,40181.74266,266.24,42.17642942,50.4,6.2395
38472,1243.080132,14873.33599,6812.342518,35575.10028,273.94,42.42948799,50.7,6.0858
38503,1365.420145,16861.83267,6804.318967,39336.85308,288,42.67522545,50.7,6.812
38533,1405.810149,16781.5157,6987.028497,41062.95152,297.39,42.91527359,50.6,6.6495
38564,1506.62016,17114.08644,7057.12401,42686.85218,309.4,43.15702963,51.1,6.5811
38595,1537.560163,16719.36831,7058.292795,47658.39047,328.98,43.39906864,51.2,6.366
38625,1690.990179,17082.36723,7063.726066,47468.92287,340.52,43.64210342,51.5,6.3701
38656,1650.840175,17600.70618,7108.234663,44949.89203,348.12,43.88722657,51.5,6.7025
38686,1686.190179,17541.33214,7276.697651,41685.56901,342.44,44.13555513,51.5,6.4625
38717,1821.870193,17563.3059,7419.858023,42004.46107,379.19,44.38896677,51.5,6.3288
38748,1990.170211,17575.73571,7491.248676,41981.39104,403.73,44.64124407,51.8,6.0579
38776,1926.040204,17816.67984,7549.529984,38313.82642,430.8,44.89197905,51.9,6.165
38807,2063.300219,18170.63114,7532.250919,40195.82994,462.12,45.14187774,52.1,6.1765
38837,2150.530228,18329.01507,7619.593908,41843.76011,458.45,45.38752479,52.4,6.005
38868,2093.110222,19723.32086,7534.335779,46260.51557,434.9,45.63904732,52.7,6.7368
38898,2163.69023,21056.33402,7262.419521,49975.81914,374.34,45.89766859,53.1,7.174
38929,2132.120226,20479.41835,7312.140268,49273.69724,368.34,46.16961228,53.6,6.9475
38960,2248.170239,21874.2638,7315.014847,47575.1971,415.11,46.44970792,54,7.1993
38990,2300.730244,23830.90866,7414.424752,45736.21536,408.87,46.74737314,54.2,7.7838
39021,2405.930255,23512.51527,7644.738581,42409.6727,449.39,47.04928325,54.3,7.371
39051,2470.290262,23321.27449,7710.158954,43329.06325,472.97,47.37157084,54.2,7.1538
39082,2573.000273,23251.72036,7826.216148,39325.39334,486.75,47.69646087,54.5,7.006
39113,2630.440279,24326.14165,7880.138203,39731.39806,528.02,48.02993862,54.9,7.2165
39141,2669.930283,24286.63316,7987.919136,41587.77385,545.84,48.37815568,54.9,7.2325
39172,2840.110301,24887.40961,7953.171473,43204.00671,563.33,48.7272847,55.3,7.2638
39202,2938.910312,24984.64002,8074.946238,41426.08178,607.21,49.06350297,56.1,7.08
39233,2990.310317,26083.07842,7985.834277,41415.57987,584.99,49.40204114,56.4,7.1175
39263,2961.900314,25640.69634,7821.635774,42351.24555,565.14,49.75197226,56.9,7.043
39294,2990.270317,25141.04736,7848.075587,44821.64582,572.97,50.12594125,57.4,7.1388
39325,3010.38032,25413.37128,7899.154652,43443.19004,576.34,50.50313896,57.7,7.1475
39355,3160.720335,25571.55655,8083.98063,45996.28731,618.57,50.88738368,58.1,6.8698
39386,3312.240352,25044.13755,8213.494647,47905.96998,646.89,51.28218496,58.6,6.4986
39416,3206.56034,25011.71768,8086.128668,48038.60495,626.93,51.69970742,58.9,6.8038
39447,3066.870326,24894.02117,8155.529227,51230.01611,615.84,52.14001659,59.3,6.8625
39478,2894.850307,25054.06155,8112.378948,55811.31807,546.92,52.59537274,60,7.482
39507,3255.330346,25841.51584,8044.715771,64419.26678,571.32,53.05426736,60.2,7.83
39538,3156.360335,26825.19349,8002.418389,66725.84262,548.47,53.51053406,61.2,8.0905
39568,3288.710349,26271.83749,7943.12624,67031.1609,513.98,53.96448176,62.3,7.5615
39599,3411.190362,26793.73651,7744.590729,73466.02295,482.77,54.42632778,63,7.61
39629,3262.450346,25371.85294,7610.71746,82574.976,440.71,54.90709368,63.8,7.8194
39660,2978.060316,23246.78214,8258.161189,68062.917,520.88,55.42962619,65.1,7.336
39691,2987.360317,24034.03326,8364.046795,66301.7595,560.75,55.95528381,65.6,7.7045
39721,2591.850275,22911.68735,8567.604922,62812.12929,542.42,56.48452754,65.7,8.2865
39752,2289.990243,21737.90185,8528.750717,52800.45521,506.75,57.00936294,65.7,9.78
39782,2319.070246,21019.6388,8921.557254,46487.55411,560.95,57.52862322,65.8,10.05
39813,2354.29025,20247.27339,9539.781357,37608.69928,588.32,58.04877785,65,9.525
39844,2254.240239,20022.14554,9313.06865,37117.27972,581.59,58.56976563,65.3,10.1996
39872,2031.670216,17774.32931,9046.39613,34468.75934,565.45,59.09006039,66,10.1165
39903,2255.540239,18031.01063,9049.681364,33979.37804,580.17,59.54406902,66.9,9.5026
39933,2291.160243,17871.03976,9136.203045,30002.81101,603.69,59.97179391,67.2,8.5274
39964,2527.870268,18347.95407,9097.222485,33799.18773,585.68,60.38559929,67.4,7.9386
39994,2450.64026,17717.30207,9076.057999,32972.01551,575.08,60.77206713,67.8,7.714
40025,2698.160286,19311.69956,9193.347156,33280.03184,620.14,61.13821883,68.5,7.761
40056,2784.500296,20110.98281,9337.455192,32497.365,632,61.51472836,68.6,7.7771
40086,2791.420296,20175.08012,9344.78379,31405.39593,644.96,61.88176624,69,7.5098
40117,2959.370314,20725.76069,9324.535379,34775.93967,658.2,62.23964912,69,7.815
40147,3022.430321,20384.72066,9333.790893,33361.8675,660.72,62.60012042,69,7.4046
40178,3110.79033,20634.73764,9445.457246,33462.39744,671.08,62.96580946,69.1,7.398
40209,3001.790319,20280.99035,9470.854629,31597.96592,669.37,63.33678302,69.3,7.6263
40237,3012.99032,20850.66836,9661.903598,33815.07229,707.87,63.71205346,69.8,7.7154
40268,3250.110345,20970.28731,9865.36696,32645.38381,737.24,64.08795458,70.3,7.285
40298,3248.170345,21330.64457,9989.826771,34123.04768,750.9,64.45913065,70.4,7.389
40329,3082.130327,19997.20302,9948.161164,30503.99783,734.21,64.8131187,70.6,7.67
40359,2984.480317,19296.19691,9975.453874,30816.2118,741.98,65.16851064,70.6,7.671
40390,3224.600342,19891.74071,10386.70826,31038.87759,791.51,65.52367902,71.1,7.2972
40421,3109.27033,19371.29906,10696.9733,29664.68759,814.61,65.87750689,71.1,7.374
40451,3381.140359,20026.2839,10777.96695,30432.88063,843.4,66.22995155,71.1,6.963
40482,3501.180372,20753.73104,10890.26508,31182.7755,855.02,66.56551664,71.3,6.999
40512,3485.37037,20643.62381,10673.43966,32045.00817,850.84,66.89668008,71.4,7.1032
40543,3701.330393,20583.67493,10858.45517,32561.68082,869.84,67.21165195,71.5,6.6291
40574,3621.620384,22940.13932,10626.49872,36570.95944,833.43,67.52474623,71.9,7.1855
40602,3723.200395,23017.68707,10636.03854,36781.12562,823.41,67.83648548,72.3,6.9687
40633,3742.650397,22168.47939,10688.06527,37333.9186,851.01,68.14909861,73.2,6.7743
40663,3826.560406,22460.58002,10929.65629,37885.0888,882.61,68.46144865,73.5,6.5686
40694,3796.990403,22785.9399,11086.68414,36544.27619,883.49,68.77294824,73.8,6.8021
40724,3719.910395,22242.54173,11104.27909,34322.88876,893.83,69.08529205,74.1,6.7693
40755,3645.830387,21640.87573,11266.74021,34839.78827,908.13,69.39963013,74.7,6.691
40786,3634.090386,20955.14277,11660.08376,35623.0125,933.16,69.71713343,74.9,6.9915
40816,3502.830372,22056.99638,11415.90245,36046.70772,913.44,70.03608932,75.2,8.0967
40847,3830.330407,23852.91149,11729.95815,38770.68891,936.77,70.35650443,75.5,7.9599
40877,3891.520413,24017.45499,11731.53759,40581.93201,927.98,70.67838543,75.8,8.1089
40908,3796.350403,23836.1535,11816.41665,39449.28445,947.49,71.00173905,75.9,8.09
40939,4013.840426,24216.73081,12060.02936,39015.47007,992.49,71.32479696,76.3,7.8108
40968,4081.930433,24232.77024,12081.19384,39479.81674,1002.54,71.64991916,76.7,7.5063
40999,4024.320427,25178.25252,12095.6931,39547.63131,1023.55,71.97831462,77.6,7.673
41029,4138.340439,25349.76614,12314.44543,40068.04997,1050.3,72.31061451,77.9,7.7774
41060,3989.820423,25294.94465,12312.77122,38079.47972,1056.12,72.64565369,77.9,8.523
41090,4063.730431,25597.51153,12724.02561,37107.1096,1129.06,72.98224522,78.2,8.1642
41121,4173.680443,26162.48215,13227.6456,39831.72126,1226.11,73.32161266,78.4,8.2587
41152,4288.120455,27255.61722,13237.05906,43045.50483,1295.36,73.64972688,78.6,8.4
41182,4358.650463,27656.15139,13360.76074,41905.87564,1253,73.95966948,79.3,8.3146
41213,4542.460482,28685.28932,13280.39887,41981.8432,1201.83,74.26413678,79.8,8.6736
41243,4662.180495,29835.85648,13397.75121,43750.24476,1282.86,74.56985748,80,8.9088
41274,4809.26051,28985.26706,13706.34204,41447.9642,1287.46,74.87621531,80.2,8.4735
41305,4964.470527,32111.36387,13715.40803,45596.0638,1300.17,75.18757557,80.4,8.9559
41333,4870.450517,32415.95921,13806.19419,43937.87068,1360.55,75.50461652,81.2,9.0246
41364,4928.630523,34039.7341,13839.26765,45350.15978,1405.17,75.8217359,82.2,9.2362
41394,4805.70051,34180.07351,14400.22129,42132.37003,1508.76,76.14081904,82.5,8.9682
41425,5214.730553,38338.49772,13732.0869,46537.38419,1341.41,76.46568654,82.3,10.0915
41455,4917.610522,36821.43825,13523.22186,45932.31447,1400.21,76.78620521,82.5,9.8806
41486,5134.340545,38682.27885,13433.69924,48092.45629,1341.57,77.11382635,83.4,9.8768
41517,5266.660559,39197.19186,13258.82373,51473.55074,1295,77.44284534,83.6,10.2799
41547,5534.000587,40286.12043,13776.18485,48674.91278,1381.85,77.77133208,84,10.0278
41578,5733.980609,41802.63609,13829.63307,47903.46904,1423.85,78.09926786,84.2,10.0467
41608,5670.886687,43214.80394,13642.84859,48276.97571,1381.65,78.42728479,84.3,10.1742
41639,5840.094277,45564.94974,13793.52709,50809.2377,1395.5,78.75864006,84.5,10.4926
41670,5702.302914,46393.84239,13346.26149,52843.44851,1295.95,79.09598957,85.1,11.1206
41698,5980.806994,46941.83844,13672.16298,53214.51366,1356.34,79.44005713,86,10.7551
41729,6090.431361,46134.38111,13916.69176,52296.57262,1420.84,79.80812939,87.2,10.5319
41759,6251.892752,46644.77403,13961.57942,52726.98306,1453.87,80.18921321,87.6,10.5224
41790,6351.825403,47767.61893,14124.1669,52861.46281,1435.5,80.57278495,87.7,10.5723
41820,6527.530733,48873.22203,14258.57718,54259.33834,1483.84,80.95819143,88,10.6375
41851,6587.921723,48433.53861,14403.63288,51748.70441,1512.25,81.34881471,88.7,10.7073
41882,6557.70976,49252.88247,14812.92876,50645.35648,1557.08,81.7575925,89,10.6666
41912,6388.591478,50830.41024,14574.27549,50489.31031,1590.98,82.16706178,89,11.2853
41943,6452.80934,49958.70789,15071.38819,46354.25543,1699.77,82.57789709,89.2,11.0395
41973,6487.849623,51159.47767,15432.79548,41453.87758,1747.88,82.98390508,89.2,11.0629
42004,6475.346912,52497.41115,15193.3209,37342.0508,1767.32,83.38776009,89,11.5706
42035,6674.849455,52015.62745,16179.36481,34857.30549,1897.67,83.80747848,88.9,11.6476
42063,6946.396755,55206.28987,15731.5622,37207.38512,1957.68,84.22651587,89.4,11.6585
42094,6853.852843,56461.12327,15648.23099,36027.37774,2009.31,84.6392258,90.7,12.1321
42124,7175.876338,56702.1166,15571.56501,39261.21623,2010.07,85.04831539,91.5,11.9107
42155,6892.159446,58048.32582,15459.26688,39259.46304,1890.95,85.45938225,91.7,12.1525
42185,6840.02088,56678.97716,15428.94165,39201.83743,1884.2,85.8674508,92.1,12.1688
42216,6875.758041,60168.24,15589.72856,35116.22813,1981.06,86.27961456,93.1,12.6808
42247,6631.388052,58804.41955,15611.24052,36862.41664,1985.35,86.71316962,93.1,13.2799
42277,6694.612767,59201.51677,15599.67903,36094.79385,2001.73,87.15829723,93.1,13.8549
42308,7204.180937,63714.53708,15805.32201,36076.62013,2043.3,87.61152037,93.3,13.8224
42338,6926.210936,66456.27691,15640.20744,34426.55064,2033.07,88.06125951,93.4,14.448
42369,6807.384673,69771.76957,14596.26128,33615.88023,1908.54,88.52578266,93.7,15.4685
42400,6604.108199,67383.069,15271.31361,32745.29362,1851.71,89.02300247,94.4,15.8907
42429,6643.16499,66492.68909,15154.08763,31900.29484,1919.22,89.5319173,95.7,15.8715
42460,7070.921594,65957.28122,15552.45379,31093.62001,2101.21,90.04896412,96.4,14.7673
42490,7190.888308,64990.23011,15844.08145,33218.78876,2142.22,90.57725138,97.2,14.2302
42521,7322.952156,71914.80492,15607.48146,37363.67979,2067.99,91.11920526,97.4,15.7086
42551,7101.744352,66613.22452,16237.45659,35029.47612,2092.18,91.66288319,97.9,14.7266
42582,7184.246555,65688.52091,16600.09583,29971.87245,2160.32,92.21286049,98.7,13.8787
42613,7202.756019,69592.13377,16306.88874,32287.88009,2054.6,92.77766426,98.6,14.7313
42643,7135.684821,65302.94634,16792.91377,31386.88207,2076.97,93.34206172,98.8,13.7225
42674,6957.940855,62967.03636,16900.53676,30399.36565,2087.41,93.90911474,99.3,13.4741
42704,6919.327528,66568.77944,16591.4721,32485.8028,2017.65,94.48430807,99.6,14.094
42735,6986.33,66524.03502,16851.57415,33200.31668,2103.14,95.07326026,100,13.7401
