"Index","TBILLS.Close"
1972-01-31,100
1972-02-29,100.279166666667
1972-03-31,100.568304930556
1972-04-30,100.889285437126
1972-05-31,101.194475525573
1972-06-30,101.515767985367
1972-07-31,101.85922966705
1972-08-31,102.181783894329
1972-09-30,102.569223158262
1972-10-31,102.958131462737
1972-11-30,103.366532050873
1972-12-31,103.786889281213
1973-01-31,104.231443123634
1973-02-28,104.724805287753
1973-03-31,105.23533871353
1973-04-30,105.796593853336
1973-05-31,106.345854503091
1973-06-30,106.959115597392
1973-07-31,107.629392721803
1973-08-31,108.375623178007
1973-09-30,109.157733925275
1973-10-31,109.792668077607
1973-11-30,110.466063108483
1973-12-31,111.138064992393
1974-01-31,111.828973296429
1974-02-28,112.52604056331
1974-03-31,113.225577448812
1974-04-30,114.006833933209
1974-05-31,114.852384618213
1974-06-30,115.625724007976
1974-07-31,116.332968019825
1974-08-31,117.076529573752
1974-09-30,117.94777408133
1974-10-31,118.549307729144
1974-11-30,119.319878229384
1974-12-31,120.062644471362
1975-01-31,120.769013029668
1975-02-28,121.340653024675
1975-03-31,121.886685963286
1975-04-30,122.4483804411
1975-05-31,123.009602184789
1975-06-30,123.542643794256
1975-07-31,124.145943704785
1975-08-31,124.792537161581
1975-09-30,125.453937608537
1975-10-31,126.141843366424
1975-11-30,126.721044663881
1975-12-31,127.306073486746
1976-01-31,127.857733138522
1976-02-29,128.36170570331
1976-03-31,128.89654614374
1976-04-30,129.430392672352
1976-05-31,129.959978695703
1976-06-30,130.554545598236
1976-07-31,131.138777189788
1976-08-31,131.703766754848
1976-09-30,132.262410232166
1976-10-31,132.820116728645
1976-11-30,133.361358704314
1976-12-31,133.852573042209
1977-01-31,134.336673181378
1977-02-28,134.865064095891
1977-03-31,135.393285596933
1977-04-30,135.905523527442
1977-05-31,136.436687615228
1977-06-30,137.008584730815
1977-07-31,137.577170357448
1977-08-31,138.196267624057
1977-09-30,138.836576997382
1977-10-31,139.518033196144
1977-11-30,140.236551067104
1977-12-31,140.942408374142
1978-01-31,141.66238917692
1978-02-28,142.420282959016
1978-03-31,143.182231472847
1978-04-30,143.954222337538
1978-05-31,144.715980097407
1978-06-30,145.517947820447
1978-07-31,146.368015165632
1978-08-31,147.192554984398
1978-09-30,148.11741487155
1978-10-31,149.102395680446
1978-11-30,150.189600648949
1978-12-31,151.317274233822
1979-01-31,152.484939199993
1979-02-28,153.665426770966
1979-03-31,154.875542006787
1979-04-30,156.093896270574
1979-05-31,157.337444310863
1979-06-30,158.592210429242
1979-07-31,159.775043998693
1979-08-31,160.997323085283
1979-09-30,162.313476201506
1979-10-31,163.682319850805
1979-11-30,165.335511281298
1979-12-31,166.918598801817
1980-01-31,168.593348743128
1980-02-29,170.279282230559
1980-03-31,172.267292850601
1980-04-30,174.311531392428
1980-05-31,175.820778735068
1980-06-30,176.956287931065
1980-07-31,178.118300888479
1980-08-31,179.397784016528
1980-09-30,180.886785623865
1980-10-31,182.611239646813
1980-11-30,184.545397026738
1980-12-31,186.772244817528
1981-01-31,188.997947401603
1981-02-28,191.295847445428
1981-03-31,193.562703237656
1981-04-30,195.572529306274
1981-05-31,197.994369127517
1981-06-30,200.485798272371
1981-07-31,202.871579271812
1981-08-31,205.385496258289
1981-09-30,208.041815343229
1981-10-31,210.527915036581
1981-11-30,212.764774133845
1981-12-31,214.603416390318
1982-01-31,216.584921268322
1982-02-28,218.844623946888
1982-03-31,221.113313215137
1982-04-30,223.556615326165
1982-05-31,225.855522520435
1982-06-30,228.019971277923
1982-07-31,230.444583639178
1982-08-31,232.39760148552
1982-09-30,234.028257989277
1982-10-31,235.514337427509
1982-11-30,237.064806815573
1982-12-31,238.700553982601
1983-01-31,240.275977638886
1983-02-28,241.897840487948
1983-03-31,243.496382050506
1983-04-30,245.24955600127
1983-05-31,246.900903011679
1983-06-30,248.676532005838
1983-07-31,250.49808760278
1983-08-31,252.422747909195
1983-09-30,254.370610113894
1983-10-31,256.216916792304
1983-11-30,258.033921760556
1983-12-31,259.943372781585
1984-01-31,261.886449493127
1984-02-29,263.826591606455
1984-03-31,265.836070812524
1984-04-30,267.989342986106
1984-05-31,270.160056664293
1984-06-30,272.35510712469
1984-07-31,274.606576010255
1984-08-31,276.98649966901
1984-09-30,279.440138411911
1984-10-31,281.820036924053
1984-11-30,283.936035701291
1984-12-31,285.933052485723
1985-01-31,287.803531204067
1985-02-28,289.734213225895
1985-03-31,291.786497236245
1985-04-30,293.775508525739
1985-05-31,295.697289977344
1985-06-30,297.45668885271
1985-07-31,299.14971317343
1985-08-31,300.964554766682
1985-09-30,302.755293867543
1985-10-31,304.531458258233
1985-11-30,306.35610924563
1985-12-31,308.184034030796
1986-01-31,309.994615230727
1986-02-28,311.795167287525
1986-03-31,313.619169016157
1986-04-30,315.276123625793
1986-05-31,316.878777254224
1986-06-30,318.542390834808
1986-07-31,320.124484709288
1986-08-31,321.66908534801
1986-09-30,323.054942990718
1986-10-31,324.454847743678
1986-11-30,325.860818750567
1986-12-31,327.324476928121
1987-01-31,328.871085081607
1987-02-28,330.405816811988
1987-03-31,331.906409896675
1987-04-30,333.458072362942
1987-05-31,334.994758313082
1987-06-30,336.580400169097
1987-07-31,338.187571579904
1987-08-31,339.898237046146
1987-09-30,341.668540364095
1987-10-31,343.550564573934
1987-11-30,345.059324136687
1987-12-31,346.557456702314
1988-01-31,348.197828664038
1988-02-29,349.834358458759
1988-03-31,351.472749370875
1988-04-30,353.145173869964
1988-05-31,354.905013986416
1988-06-30,356.806713353027
1988-07-31,358.757256719357
1988-08-31,360.835059164523
1988-09-30,363.030139107774
1988-10-31,365.223446198217
1988-11-30,367.463483334899
1988-12-31,369.861182563659
1989-01-31,372.357745545964
1989-02-28,374.961146783573
1989-03-31,377.682739773977
1989-04-30,380.483886760634
1989-05-31,383.150444667015
1989-06-30,385.899549107501
1989-07-31,388.468996938641
1989-08-31,390.994045418743
1989-09-30,393.564831267371
1989-10-31,396.159079446808
1989-11-30,398.724209486226
1989-12-31,401.246140111227
1990-01-31,403.770647076093
1990-02-28,406.374967749734
1990-03-31,409.006245665913
1990-04-30,411.664786262742
1990-05-31,414.337176833564
1990-06-30,417.013104433947
1990-07-31,419.702838957546
1990-08-31,422.322484177373
1990-09-30,424.923286809099
1990-10-31,427.451580365613
1990-11-30,429.984230979279
1990-12-31,432.499638730508
1991-01-31,434.820720125028
1991-02-28,437.063670339673
1991-03-31,439.263557480383
1991-04-30,441.364701496997
1991-05-31,443.391301084704
1991-06-30,445.434595997203
1991-07-31,447.491019048724
